177,bdr:P1583,bdo:isRoot,true
178,bda:P1583,adm:gitPath,fa/P1583.trig
179,bdr:NT93D338F6A346B51D,rdf:type,bdo:Note
180,bdr:P1583,bdo:personTeacherOf,bdr:P8784
181,bda:LG0648F5705843763B,adm:logWho,ns1:U00020
182,bdr:P2JM184,bdo:personTeacherOf,bdr:P1583
183,bdr:NTDAA95D67ECFAB1A7,bdo:contentLocationStatement,p. 77
184,bdr:P1583,bdo:note,bdr:NTABB307C08F280C09
185,bdr:NTB25CDA7F05164BEA,bdo:noteSource,bdr:MW19822
186,bdr:P1583,bdo:hasFather,bdr:P1584
187,bdr:P2JM205,bdo:personStudentOf,bdr:P1583
188,bda:LG6B646336F5EE567D,adm:logDate,2009-10-22T18:31:49.120000+00:00
189,bda:LG6B646336F5EE567D,rdf:type,adm:UpdateData
190,bda:P1583,adm:logEntry,bda:LG6B646336F5EE567D
191,bdr:P1583,bdo:personTeacherOf,bdr:P2JM194
192,bdr:NTF24F5C4DD8140821,rdf:type,bdo:Note
193,bdr:NTABB307C08F280C09,bdo:noteSource,bdr:MW27401
194,bdr:NTDAA95D67ECFAB1A7,rdf:type,bdo:Note
195,bdr:P1583,bdo:personTeacherOf,bdr:P2JM203
196,bdr:EV81A442B676BCDB2A,rdf:type,bdo:PersonOccupiesSeat
197,bdr:P1583,bdo:personTeacherOf,bdr:P8527
198,bdr:P5911,bdo:personStudentOf,bdr:P1583
199,bdr:P2JM191,bdo:personTeacherOf,bdr:P1583
200,bdr:NTABB307C08F280C09,bdo:contentLocationStatement,251
201,bda:LGE1683F39A3E5756E,adm:logMessage,added name in chinese
202,bdr:P1588,bdo:personTeacherOf,bdr:P1583
203,bdr:P1583,bdo:kinWith,bdr:P1585
204,bdr:NME2F236C649A1C622,rdfs:label,隆钦热降巴·赤墨俄色
205,bdr:P1584,bdo:kinWith,bdr:P1583
206,bdr:P1583,bdo:personTeacherOf,bdr:P2JM199
207,bdr:P1583,bdo:note,bdr:NTE1C8F77F6AFC308F
208,bdr:P2JM201,bdo:personStudentOf,bdr:P1583
209,bdr:P1226,bdo:personTeacherOf,bdr:P1583
210,bdr:NM6E5B539FC14B81F1,rdf:type,bdo:PersonSecretInitiatoryName
211,bda:P1583,adm:adminAbout,bdr:P1583
212,bdr:P1583,bdo:personTeacherOf,bdr:P2JM195
213,bda:LG5A51821BAE247EF6,rdf:type,adm:UpdateData
214,bdr:P1583,bdo:personStudentOf,bdr:P2JM185
215,bdr:P1583,bdo:personStudentOf,bdr:P4860
216,bda:LG650F49A48542C160,rdf:type,adm:UpdateData
217,bdr:P1583,bdo:personStudentOf,bdr:P1587
218,bdr:P1583,bdo:personStudentOf,bdr:P66
219,bdr:P1583,bdo:personTeacherOf,bdr:P314
220,bdr:NTDAA95D67ECFAB1A7,bdo:noteSource,bdr:MW19801
221,bda:P1583,adm:metadataLegal,bda:LD_BDRC_CC0
222,bdr:P1583,bdo:personStudentOf,bdr:P144
223,bda:P1583,adm:gitRevision,940d33b105cf3d1b0edd92690e91f2bbccc984d7
224,bda:LG650F49A48542C160,adm:logDate,2012-06-11T09:58:04.367000+00:00
225,bdr:NTB25CDA7F05164BEA,bdo:contentLocationStatement,p. 6
226,bdr:P1583,bdo:personStudentOf,bdr:P2JM189
227,bdr:P2JM200,bdo:personStudentOf,bdr:P1583
228,bdr:EVDD9AB2BD104D0A7D,rdf:type,bdo:PersonBirth
229,bda:P1583,adm:gitRepo,bda:GR0006
230,bdr:P2JM186,bdo:personTeacherOf,bdr:P1583
