http://purl.bdrc.io/resource/NM27A9E6B52AE2AFD6,klong chen rab 'byams/
http://purl.bdrc.io/resource/NMBC6B2B658373DD69,bsam yas lung mang ba/
http://purl.bdrc.io/resource/NM9C8DEB6FF7CEC129,klong chen rab 'byams pa dri med 'od zer/
http://purl.bdrc.io/resource/NME2F236C649A1C622,隆钦热降巴·赤墨俄色
http://purl.bdrc.io/resource/NM6E5B539FC14B81F1,rgyal sras thugs mchog rtsal/
http://purl.bdrc.io/resource/NMF942A81B0A73E4AA,tshul khrims blo gros/
http://purl.bdrc.io/resource/NMFB54273C9888828B,klong chen pa/
http://purl.bdrc.io/resource/NMED06EB68CC7F2B88,dri med 'od zer/
