BDRC Resource ID,Gender,DOB,DOD,Traditions,Wiki-ID Traditions,Role1,Role2,Role3,Role4,Role5,Role6,Role7,Role8,label_bo,label_zh-hans,label_en,Alias_bo_1,Alias_bo_2,Alias_bo_3,Alias_bo_4,Alias_bo_5,Alias_bo_6,Alias_bo_7,Alias_bo_8,Alias_bo_9,Alias_bo_10,Alias_bo_11,Alias_bo_12,Alias_bo_13,Alias_bo_14,Alias_bo_15,Alias_bo_16,Alias_bo_17,Alias_zh_1,Alias_zh_2,Alias_en_1,Alias_en_2,Alias_en_3,Alias_en_4
P8LS13822,,,,,,,,,,,,,,མཁས་གྲུབ་རྣམ་རྒྱལ་རིན་ཆེན།,,,རྣམ་རྒྱལ་རིན་ཆེན།,,,,,,,,,,,,,,,,,,,,,,
P8LS75166,,,,,,main author,,,,,,,,ཉི་མ་བསྟན་འཛིན།,,,,,,,,,,,,,,,,,,,,,,,,,
P1AG24,,,,,,,,,,,,,,སྒོམ་པ་ཤཱཀྱ་རིན་ཆེན།,,shakya rinchen,ཤཱཀྱ་རིན་ཆེན།,,,,,,,,,,,,,,,,,gompa shakya rinchen,,,,,
P8LS12663,,,,,,main author,,,,,,,,རིག་འཛིན་ཀུན་བཟང་རྡོ་རྗེ།,,,གཙང་རི་བོ་ཆེ་སྤྲུལ་སྐུ ༠༢,,,,,,,,,,,,,,,,,,,,,,
P8LS12761,,,,,,,,,,,,,,བསྟན་འཛིན་དར་རྒྱས།,,,དཀར་ལྕོག་བླ་མ ༠༢,,,,,,,,,,,,,,,,,,,,,,
P2KG228963,Female,,,,,compiler,,,,,,,,མཚོ་མོ།,,,,,,,,,,,,,,,,,,,,,,,,,
P1KG874,Male,,,,,compiler,translator,main author,,,,,,སྐལ་བཟང་རྒྱལ།,,,,,,,,,,,,,,,,,,,,,,,,,
P1PD117983,Female,,,,,,,,,,,,,སྒྲོལ་མ་སྐྱབས།,,,,,,,,,,,,,,,,,,,,,,,,,
P1GS60785,Female,,,,,contributing author,,,,,,,,རྟ་མགྲིན་འཚོ།,,,,,,,,,,,,,,,,,,,,,,,,,
P1KG1427,,,,,,main author,,,,,,,,ཐུབ་བསྟན་ཚེ་རིང་།,,thupten tsering,,,,,,,,,,,,,,,,,,,,,,,
P00KG09509,Male,,,,,translator,,,,,,,,དཔལ་ཆོས།,,,,,,,,,,,,,,,,,,,,,,,,,
P8LS75524,,,,,,translator,,,,,,,,ཤེས་རབ་འོད་ཟེར།,,,,,,,,,,,,,,,,,,,,,,,,,
P1KG579,Female,,,,,main author,compiler,contributing author,,,,,,ཚེ་རིང་འཚོ།,,,ཚེ་རིང་མཚོ།,,,,,,,,,,,,,,,,,,,,,,
P8LS15165,,,,,,,,,,,,,,ཀུན་དགའ་འབུམ།,,,སྟག་རྨེ་རུའི་ཞང་ཀུན་དགའ་འབུམ།,,,,,,,,,,,,,,,,,,,,,,
P2JM441,Female,,,,,,,,,,,,,ཚེ་རིང་དབང་མོ།,,,,,,,,,,,,,,,,,,,,,,,,,
P8LS75462,,,,,,translator,,,,,,,,ཨོ་རྒྱན།,,,,,,,,,,,,,,,,,,,,,,,,,
P1KG4935,Male,,,,,compiler,translator,main author,,,,,,ཆུང་ཚེ་རིང་།,,chung tsering,,,,,,,,,,,,,,,,,,,,,,,
P1KG23398,,,,,,compiler,main author,,,,,,,བློ་བཟང་ཐབས་མཁས།,,lobsang thapkay,,,,,,,,,,,,,,,,,,,,,,,
P2LS255,,,,,,compiler,,,,,,,,བསོད་ནམས་ཕུན་ཚོགས།,刘永,,,,,,,,,,,,,,,,,,,,,,,,
P1KG4260,Male,,,,,,,,,,,,,སྐལ་བཟང་སྐྱབས།,,,,,,,,,,,,,,,,,,,,,,,,,
P8LS15592,,,,,,,,,,,,,,ལྷ་རྒྱལ།,,,,,,,,,,,,,,,,,,,,,,,,,
P8LS12017,Male,,,Kadam,Q588362,,,,,,,,,ཆོས་གྲགས་རྣམ་རྒྱལ།,,,སྒོ་མང་བྱང་པ་ཆོས་གྲགས་རྣམ་རྒྱལ།,ཆུ་བཟང་ཆོས་གྲགས་རྣམ་རྒྱལ།,འབྲས་སྤུངས་སྒོ་མང་གྲྭ་ཚང་གི་མཁན་ཐོག ༢༡,,,,,,,,,,,,,,,,,,,,
P2GS986,,,,,,requester,,,,,,,,ཆོས་བཟང་ཉི་མ།,,,,,,,,,,,,,,,,,,,,,,,,,
P8LS13723,,,,,,,,,,,,,,ཆོས་རྗེ་རྒྱལ་མཚན་བཀྲ་ཤིས།,,,རྒྱལ་མཚན་བཀྲ་ཤིས།,,,,,,,,,,,,,,,,,,,,,,
P1PD96269,,,,,,main author,contributing author,,,,,,,གསལ་བའི་སྙིང་པོ།,,,,,,,,,,,,,,,,,,,,,,,,,
P8LS12397,,,,,,,,,,,,,,བཟང་པོ་དོན་གྲུབ།,,,སེར་བྱེས་མཁན་རབས ༣༧,,,,,,,,,,,,,,,,,,,,,,
P3JM67,,,,,,,,,,,,,,ཚེ་རིང་དབང་ཕྱུག,,,,,,,,,,,,,,,,,,,,,,,,,
P8LS75297,,,,,,main author,compiler,,,,,,,རིན་ཆེན་ཚེ་རིང་།,,,,,,,,,,,,,,,,,,,,,,,,,
P2LS194,,,,,,,,,,,,,,དོན་གྲུབ་ཚེ་དབང་།,,,,,,,,,,,,,,,,,,,,,,,,,
P8LS12734,,,,,,,,,,,,,,ངག་དབང་བསྟན་འཛིན་མཆོག་གྲུབ།,,,ལྷུན་རྩེ་བྱ་ཁོང་སྔགས་གྲྭ་རྣམ་རྒྱལ་བཀྲ་ཤིས ༠༣,,,,,,,,,,,,,,,,,,,,,,
P2CN4,Female,,,,,,,,,,,,,ནམ་མཁའ་རྒྱལ་མོ།,,,,,,,,,,,,,,,,,,,,,,,,,
P8LS12670,,,,,,,,,,,,,,བསྟན་པ་དར་རྒྱས།,,,བསྟན་པ་དར་རྒྱས་སྤྲུལ་སྐུ ༠༡,,,,,,,,,,,,,,,,,,,,,,
P2LS301,Female,,,,,,,,,,,,,ནོར་འཛིན།,,,,,,,,,,,,,,,,,,,,,,,,,
P1KG17625,,,,,,compiler,main author,,,,,,,དགེ་འདུན་བསོད་ནམས།,,gendun sonam,རཱ་ཧུ་ལ།,,,,,,,,,,,,,,,,,rahula,,,,,
P2PD20716,Male,1957,,,,main author,,,,,,,,འཇིགས་མེད་བསམ་གྲུབ།,,,རེབ་གོང་འཇིགས་མེད་བསམ་གྲུབ།,,,,,,,,,,,,,,,,,,,,,,
P1PD108246,,,,,,,,,,,,,,རྟ་མགྲིན།,,,རྟ་མགྲིན་དབང་གི་རྒྱལ་པོ།,,,,,,,,,,,,,,,,,,,,,,
P8LS15000,,,,,,,,,,,,,,དོན་གྲུབ་ལེགས་པ།,,,སྲས་དོན་གྲུབ་ལེགས་པ།,,,,,,,,,,,,,,,,,,,,,,
P8LS75308,,,,,,compiler,,,,,,,,དབྱངས་ཅན།,,,,,,,,,,,,,,,,,,,,,,,,,
P2JM486,,,,,,,,,,,,,,ཀླུ་མོ།,,,,,,,,,,,,,,,,,,,,,,,,,
P1CZ812,Female,,,,,main author,,,,,,,,རྡོ་རྗེ་སྒྲོལ་མ།,,,,,,,,,,,,,,,,,,,,,,,,,
P4CZ366912,,,,,,main author,,,,,,,,བསྟན་པ།,,,,,,,,,,,,,,,,,,,,,,,,,
P2LS261,,,,,,,,,,,,,,ལྷ་འཇིག་རྟེན་དབང་ཕྱུག,,,,,,,,,,,,,,,,,,,,,,,,,
P8LS4338,,,,,,main author,,,,,,,,ལྷ་འཇིག་རྟེན་དབང་ཕྱུག,,Lhagyari Jikten Wangchuk,འཇིག་རྟེན་དབང་ཕྱུག,ཨེ་ལྷ་རྒྱ་རི་ཁྲི་ཐོག ༠༥་འཇིག་རྟེན་དབང་ཕྱུག,,,,,,,,,,,,,,,,,,,,,
P8LS12040,,,,,,,,,,,,,,བློ་གྲོས་བསྟན་པ།,,,དཔོན་སློབ་བློ་གྲོས་བསྟན་པ།,འབྲས་སྤུངས་སྒོ་མང་གྲྭ་ཚང་གི་མཁན་ཐོག ༥༢,,,,,,,,,,,,,,,,,,,,,
P3JM84,,,,,,,,,,,,,,ར་མགོ་མཆོག་སྤྲུལ།,,,,,,,,,,,,,,,,,,,,,,,,,
P1CZ826,Female,,,,,main author,compiler,,,,,,,བསོད་ནམས་འཚོ།,,,,,,,,,,,,,,,,,,,,,,,,,
P2DB25448,,,,,,main author,,,,,,,,ལྷ་མོ་སྐྱབས།,,,རྒྱ་མཁར་ལྷ་མོ་སྐྱབས།,,,,,,,,,,,,,,,,,,,,,,
P8LS12192,,,,Nyingma,Q848771,,,,,,,,,དོན་གྲུབ་དབང་རྒྱལ།,,,འགྱུར་མེད་དོན་གྲུབ་དབང་རྒྱལ།,སྨིན་གླིང་ཁྲི་ཆེན ༡༠,,,,,,,,,,,,,,,,,,,,,
P8LS75501,,,,,,main author,,,,,,,,ཀརྨ་ཤེས་རབ།,,,ལྷ་ལུང་ཀརྨ་ཤེས་རབ།,,,,,,,,,,,,,,,,,,,,,,
P8LS75472,,,,,,main author,,,,,,,,དགེ་འདུན།,,,,,,,,,,,,,,,,,,,,,,,,,
P2LS158,,1860,,,,,,,,,,,,གཡུ་ཐོག་ཕུན་ཚོགས་དཔལ་ལྡན།,,,,,,,,,,,,,,,,,,,,,,,,,
P8LS15023,,,,,,,,,,,,,,ཚེ་དབང་དཔལ་འབྱོར།,,,འཚོ་མཛད་ཚེ་དབང་དཔལ་འབྱོར།,,,,,,,,,,,,,,,,,,,,,,
P00EGS1017240,,,,,,main author,,,,,,,,བཀྲ་ཤིས་བསྟན་འཛིན།,,,སྨོན་ཐང་མཁན་པོ་བཀྲ་ཤིས་བསྟན་འཛིན།,,,,,,,,,,,,,,,,,,,,,,
P00EGS1017898,,,,,,main author,,,,,,,,སྐལ་བཟང་ཕུན་ཚོགས།,,,,,,,,,,,,,,,,,,,,,,,,,
P8LS13341,,1986,,Geluk,Q319218,,,,,,,,,དགེ་ལེགས་རྒྱ་མཚོ།,,,འགྱང་རོ་ཨ་ལགས ༠༧,,,,,,,,,,,,,,,,,,,,,,
P1KG18622,,,,,,main author,,,,,,,,རྟ་མགྲིན་ཚེ་རིང་།,,,རེབ་ཀོང་བ་རྟ་མགྲིན་ཚེ་རིང་།,,,,,,,,,,,,,,,,,,,,,,
P00EGS1017159,,,,,,contributing author,main author,,,,,,,ཚེ་རིང་ཆོས་འཕེལ།,,,,,,,,,,,,,,,,,,,,,,,,,
P8LS75276,,,,,,translator,,,,,,,,བུ་ཆུང་།,,,,,,,,,,,,,,,,,,,,,,,,,
P1KG664,,,,,,contributing author,,,,,,,,རྒྱལ་པོ།,,gelpo,,,,,,,,,,,,,,,,,,,,,,,
P3JT13516,,,,,,,,,,,,,,ནམ་མཁའ་རྒྱལ་པོ།,,,ཚ་རུ་བ་ནམ་མཁའ་རྒྱལ་པོ།,,,,,,,,,,,,,,,,,,,,,,
P8LS75244,,,,,,main author,,,,,,,,བསམ་གྲུབ།,,,,,,,,,,,,,,,,,,,,,,,,,
P1KG14684,,,,,,main author,,,,,,,,ཕུན་ཚོགས་བློ་གྲོས།,,,གཏེར་ཆེན་བདེ་བའི་རྡོ་རྗེ།,,,,,,,,,,,,,,,,,,,,,,
P8LS15350,,,,,,,,,,,,,,མགོན་པོ་གྲགས།,,,,,,,,,,,,,,,,,,,,,,,,,
P1KG15783,Male,,,,,main author,scribe,compiler,,,,,,ཐུབ་བསྟན་ཡར་འཕེལ།,,,རྣམ་གྲྭ་ཐུབ་བསྟན་ཡར་འཕེལ།,,,,,,,,,,,,,,,,,,,,,,
P1KG20933,,,,,,reviser,translator,,,,,,,ངེས་དོན་རྒྱ་མཚོ།,,ngedon gyatso,,,,,,,,,,,,,,,,,,,,,,,
P1KG6222,Male,,,,,main author,,,,,,,,པདྨ་ཆོས་འཕེལ།,,,སྐྱོར་དཔོན་པདྨ་ཆོས་འཕེལ།,,,,,,,,,,,,,,,,,,,,,,
P1KG14497,,,,Geluk,Q319218,,,,,,,,,འཇམ་དབྱངས་ཤེས་རབ།,,,ཨ་རིག་འཇམ་དབྱངས་ཤེས་རབ།,,,,,,,,,,,,,,,,,,,,,,
P8LS15099,,,,,,,,,,,,,,ཚུལ་ཁྲིམས་བཤེས་གཉེན།,,,,,,,,,,,,,,,,,,,,,,,,,
P8LS12568,,,,,,,,,,,,,,རིག་འཛིན་དཔལ་འབྱོར།,,,སྐྱེ་ལུང་སྤྲུལ་སྐུ ༠༡,,,,,,,,,,,,,,,,,,,,,,
P8LS75578,,,,,,main author,,,,,,,,སྐལ་བཟང་ཉི་མ།,,,,,,,,,,,,,,,,,,,,,,,,,
P2CZ6246,,,,,,main author,,,,,,,,ཤེས་རབ་བློ་ལྡན།,,,འགུ་རུ་བཀྲ་ཤིས།,རིག་འཛིན་མཆོག་སྤྲུལ་ཤེས་རབ་བློ་ལྡན།,ཕ་རྒོད་ཤེས་རབ་བློ་ལྡན།,,,,,,,,,,,,,,,,,,,,
P2KG208395,,,,,,main author,,,,,,,,བློ་བཟང་འཇིགས་མེད་བསྟན་པའི་རྒྱལ་མཚན།,,,འཇིགས་མེད་བསྟན་པའི་རྒྱལ་མཚན།,ཆིང་སུ་ཇུག་ཏུ།,,,,,,,,,,,,,,,,,,,,,
P1KG23551,,,,,,main author,,,,,,,,ཡེ་ཤེས་འཕྲིན་ལས།,,yeshe trinley,,,,,,,,,,,,,,,,,,,,,,,
P8LS13005,,,,,,,,,,,,,,དཔལ་ལྡན་རྣམ་རྒྱལ།,,,བཀྲས་ལྷུན་ཇོ་ཅེ་སྤྲུལ་སྐུ ༠༢,,,,,,,,,,,,,,,,,,,,,,
P1KG15222,Male,,,,,main author,,,,,,,,ཤེས་རབ།,,,རྔ་བ་ཤེས་རབ།,,,,,,,,,,,,,,,,,,,,,,
P8LS12047,,,,,,compiler,,,,,,,,སྦྱིན་པ་རྒྱ་མཚོ།,,,འབྲས་སྤུངས་སྒོ་མང་གྲྭ་ཚང་གི་མཁན་ཐོག ༦༡,ཐུ་མེད་སྦྱིན་པ་རྒྱ་མཚོ།,,,,,,,,,,,,,,,,,,,,,
P1GS87736,,,,,,,,,,,,,,ཆོས་ཀྱི་འོད་ཟེར།,,,རྗེ་བཙུན་དམ་པ་ཆོས་ཀྱི་འོད་ཟེར།,,,,,,,,,,,,,,,,,,,,,,
P8LS12588,,,,,,,,,,,,,,ངག་དབང་སངས་རྒྱས་བསྟན་འཛིན།,,,རྩ་འབོར་སྤྲུལ་སྐུ ༠༧,,,,,,,,,,,,,,,,,,,,,,
P8LS75291,,,,,,compiler,,,,,,,,ཆོས་དབྱིངས་རང་གྲོལ།,,,,,,,,,,,,,,,,,,,,,,,,,
P8LS12546,,,,,,,,,,,,,,འགྱུར་མེད་བསྟན་པའི་ཉི་མ།,,,ཡོན་རྡོའི་སྤྲུལ་སྐུ ༠༥,,,,,,,,,,,,,,,,,,,,,,
P1KG423,Male,,,,,main author,,,,,,,,བསྟན་འཛིན་ཆོས་དབྱིངས།,,,འགོམ་བསྟན་འཛིན་ཆོས་དབྱིངས།,"བསྟན་འཛིན་ཆོས་དབྱིངས,་འགོམ།",,,,,,,,,,,,,,,,,,,,,
P1KG661,Male,,,,,scribe,,,,,,,,ངག་དབང་མཁྱེན་རབ།,,,,,,,,,,,,,,,,,,,,,,,,,
P3CN8604,,,,,,main author,,,,,,,,ལས་རབ་རྡོ་རྗེ།,,,ཁ་ལེགས་མཁན་པོ་ལས་རབ་རྡོ་རྗེ།,,,,,,,,,,,,,,,,,,,,,,
P1KG402,Male,,,,,compiler,main author,,,,,,,ནོར་བུ་བསམ་འཕེལ།,,,,,,,,,,,,,,,,,,,,,,,,,
P1KG4331,Male,,,,,compiler,,,,,,,,བསོད་ནམས་སྟོབས་རྒྱས།,,"topgay, sonam",,,,,,,,,,,,,,,,,,sonam topgay,,,,,
P8LS75766,,,,,,compiler,,,,,,,,དཔལ་འཇམ།,,,,,,,,,,,,,,,,,,,,,,,,,
P8LS13135,,,,,,,,,,,,,,དཀོན་མཆོག་དོན་ལྡན།,,,མུ་ཏོ་སྤྲུལ་སྐུ ༠༣,,,,,,,,,,,,,,,,,,,,,,
P2KG228969,Female,,,,,translator,,,,,,,,བསོད་ནམས་དབང་མོ།,,,,,,,,,,,,,,,,,,,,,,,,,
P1KG20852,,,,,,main author,,,,,,,,ཐབས་མཁས་རྒྱ་མཚོ།,,,,,,,,,,,,,,,,,,,,,,,,,
P8LS75483,,,,,,main author,,,,,,,,བསྟན་འཛིན་སྐལ་བཟང་།,,,,,,,,,,,,,,,,,,,,,,,,,
P3JT13525,,,,,,,,,,,,,,ནམ་མཁའ་གྲགས་པ།,,,ལ་ཆེན་ནམ་མཁའ་གྲགས་པ།,,,,,,,,,,,,,,,,,,,,,,
P8LS12387,,,,,,,,,,,,,,བློ་བཟང་ནམ་མཁའ,,,སེར་བྱེས་མཁན་རབས ༢༧,,,,,,,,,,,,,,,,,,,,,,
P8LS12314,,,,,,,,,,,,,,དགེ་འདུན་མཁས་གྲུབ།,,,རོང་པོ་དུས་འཁོར་ཁྲི ༡༤,རོང་པོ་རྒྱུད་པ་ཁྲི ༢༧,,,,,,,,,,,,,,,,,,,,,
P1CZ805,Female,,,,,main author,,,,,,,,འབྲུག་མོ་རྒྱལ།,,,,,,,,,,,,,,,,,,,,,,,,,
P4CN12072,Female,,,,,main author,,,,,,,,བསྟན་འཛིན་སྒྲོལ་མ།,,Tenzin Dolma,,,,,,,,,,,,,,,,,,Kristel Ouwehand,,,,,
P1KG16275,,,,,,main author,,,,,,,,བཀྲ་ཤིས་གཡང་འཕེལ།,,,སྨན་རྗེ་བཀྲ་ཤིས་གཡང་འཕེལ།,,,,,,,,,,,,,,,,,,,,,,
P1KG5255,Male,,,,,translator,,,,,,,,བཀྲ་ཤིས་དབང་ཕྱུག,,,,,,,,,,,,,,,,,,,,,,,,,
P3AG60,,,,Nyingma,Q848771,,,,,,,,,བསོད་ནམས་ཚེ་བརྟན།,,Sonam Tseten,,,,,,,,,,,,,,,,,,,,,,,
P1KG16217,,,,Geluk,Q319218,main author,,,,,,,,བློ་བཟང་འཇམ་དབྱངས་བསྟན་པའི་ཉི་མ།,,,,,,,,,,,,,,,,,,,,,,,,,
P8LS13008,,,,,,,,,,,,,,ལྷུན་གྲུབ་བསྟན་འཛིན།,,,ལྷོ་རྫོང་སེ་ཕུ་རི་ཁྲོད་སྤྲུལ་སྐུ ༠༢,,,,,,,,,,,,,,,,,,,,,,
P8LS12126,,,,Geluk,Q319218,,,,,,,,,ངག་དབང་བློ་བཟང་འཕྲིན་ལས།,,,སྐུ་འབུམ་སྨན་པ་ཁྲི ༢༢,ཆུ་རུལ་ཞབས་དྲུང་ངག་དབང་བློ་བཟང་འཕྲིན་ལས།,,,,,,,,,,,,,,,,,,,,,
P8LS12759,,1813,,,,,,,,,,,,ངག་དབང་འཇམ་དཔལ་སྙན་གྲགས།,,,རི་བོ་ཆེ་ཧོ་ཐོག་ཐུ་སྤྲུལ་སྐུ ༠༤,,,,,,,,,,,,,,,,,,,,,,
P8LS12159,,,,Geluk,Q319218,,,,,,,,,དཀོན་མཆོག་བློ་གྲོས་ཆོས་སྐྱོང་།,,,ཨ་མཆོག་དཀོན་མཆོག་བློ་གྲོས་ཆོས་སྐྱོང་།,རྔ་ཡུལ་སྒོ་མང་ཁྲི ༡༢,,,,,,,,,,,,,,,,,,,,,
P3PD427,,,,,,main author,,,,,,,,པདྨ་བཀྲ་ཤིས།,,,,,,,,,,,,,,,,,,,,,,,,,
P1GS60786,Female,,,,,main author,,,,,,,,ཡེ་ཤེས་ལྷ་མོ་འཚོ།,,,,,,,,,,,,,,,,,,,,,,,,,
P8LS12627,,,,,,,,,,,,,,བཀའ་བརྒྱུད་སྒྲོན་མེ།,,,རས་ཆུང་ཕུག་སྤྲུལ་སྐུ ༠༢,,,,,,,,,,,,,,,,,,,,,,
P8LS15066,,,,,,main author,,,,,,,,དགེ་འདུན་བཟང་པོ།,,,སཾ་གྷ་བྷ་དྲ།,,,,,,,,,,,,,,,,,,,,,,
P8LS4116,,,,,,,,,,,,,,ལུང་ཤར་ཨོ་རྒྱན་རྡོ་རྗེ།,,,,,,,,,,,,,,,,,,,,,,,,,
P1PD105549,,,,,,,,,,,,,,སྐལ་བཟང་ལྷ་མོ།,呷绒拉姆,,,,,,,,,,,,,,,,,,,,,,,,
P8LS13327,,,,Geluk,Q319218,,,,,,,,,ངག་དབང་དཔལ་འབྱོར།,,,ཆས་པ་རྒྱ་མཁར ༠༡,,,,,,,,,,,,,,,,,,,,,,
P3JM96,,,,,,,,,,,,,,བསོད་ནམས་ཆོས་འཕེལ།,,,,,,,,,,,,,,,,,,,,,,,,,
P8LS12470,,,,,,,,,,,,,,རྡོ་རྗེ་གླིང་པ།,,,ཁ་རེག་སིང་མ་དགོན་བླ་མ ༠༢,,,,,,,,,,,,,,,,,,,,,,
P1KG6177,Male,,,,,translator,,,,,,,,ཡོན་ཏན།,,,,,,,,,,,,,,,,,,,,,,,,,
P1KG21876,,,,,,main author,,,,,,,,བསྟན་པ་རིན་ཆེན།,,,,,,,,,,,,,,,,,,,,,,,,,
P8LS13349,,,,,,,,,,,,,,བྱམས་པ་རྒྱ་མཚོ།,,,སྟོབས་ལྡན་ཚང ༠༣,,,,,,,,,,,,,,,,,,,,,,
P2DB25461,,,,,,main author,,,,,,,,ཐུབ་བསྟན་རྒྱ་མཚོ།,,,,,,,,,,,,,,,,,,,,,,,,,
P8LS12304,,,,,,,,,,,,,,བློ་བཟང་དར་རྒྱས།,,,མདོ་བ་བློ་བཟང་དར་རྒྱས།,རོང་པོ་རྒྱུད་པ་ཁྲི ༠༤,,,,,,,,,,,,,,,,,,,,,
P8LS12528,,,,,,,,,,,,,,ཚེ་རིང་རྒྱལ་པོ།,,,འོད་ཟེར་སྤྲུལ་སྐུ ༠༥,,,,,,,,,,,,,,,,,,,,,,
P2LS274,,,,,,,,,,,,,,འཇིགས་མེད་དབང་ཕྱུག,,,,,,,,,,,,,,,,,,,,,,,,,
P2JM506,,,,,,,,,,,,,,བསོད་ནམས་དར་རྒྱས།,,,,,,,,,,,,,,,,,,,,,,,,,
