BDRC Resource ID,Gender,DOB,DOD,Traditions,Wiki-ID Traditions,label_bo,label_zh-hans,label_en,Alias_bo_1,Alias_bo_2,Alias_bo_3,Alias_bo_4,Alias_bo_5,Alias_bo_6,Alias_bo_7,Alias_bo_8,Alias_bo_9,Alias_bo_10,Alias_bo_11,Alias_bo_12,Alias_bo_13,Alias_bo_14,Alias_bo_15,Alias_bo_16,Alias_bo_17,Alias_zh_1,Alias_zh_2,Alias_en_1,Alias_en_2,Alias_en_3,Alias_en_4
P3472,Male,,1356,Kadam,Q588362,ལྷོ་བྲག་མཁན་ཆེན་རྒྱལ་སྲས་བཟང་པོ།,,Lhodrak Gyelse Zangpo,རྒྱལ་སྲས་བཟང་པོ།,,,,,,,,,,,,,,,,,,,,,,
P10517,Male,1957,,,,འདོ་བ་རྡོ་རྗེ་རབ་བརྟན།,,,རྡོ་རྗེ་རབ་བརྟན།,,,,,,,,,,,,,,,,,,,,,,
P4CZ15433,,,,,,གྲུབ་ཆེན་འཚེམ་བུ་བ།,,,ཀནྟ་ལི་པ།,ཀནྠ་རི།,སློབ་དཔོན་ཀནྠཱ་རི།,,,,,,,,,,,,,,,,,,,,
P9717,Male,,,,,"ཇིན,་ཤེན།",,,,,,,,,,,,,,,,,,,,,,,,,
P7760,Male,,,,,རྒྱ་ནང་པ་དྲུང་རྒྱལ་མཆོག་པ།,,Humrel Dung Dung Gyelchok,དྲུང་དྲུང་རྒྱལ་མཆོག,ཕ་དྲུང་དྲུང་།,ཧུམ་རལ་བླ་མ།,ཧུམ་རལ་དྲུང་རྒྱལ་མཆོག,རྒྱལ་མཆོག་པ།,,,,,,,,,,,,,,,,,,
P7732,Male,1772,,Nyingma,Q848771,ཉི་སྤྲུལ ༠༣་མི་འགྱུར་ཕན་བདེ་རྒྱ་མཚོ།,,Nyitul 03,འཇིགས་མེད་བསྟན་པའི་སྡེ།,མི་འགྱུར་ཕན་བདེ་རྒྱ་མཚོ།,ཉི་སྤྲུལ ༠༣,ཆགས་རི་ཉི་གྲགས་མི་འགྱུར་ཕན་བདེ་རྒྱ་མཚོ།,,,,,,,,,,,,,,,,,,,
P1945,Male,,,,,བྱང་སེམས་བློ་གྲོས་རིན་ཆེན།,,,བློ་གྲོས་རིན་ཆེན།,,,,,,,,,,,,,,,,,,,,,,
P4909,Male,,,,,རིག་འཛིན་ཀུན་དགའ་ཚེ་མཆོག,,,ཀུན་དགའ་ཚེ་མཆོག,,,,,,,,,,,,,,,,,,,,,,
P1494,Male,,,,,འདུལ་འཛིན་ཡེ་ཤེས་རྒྱ་མཚོ།,,,ཡེ་ཤེས་རྒྱ་མཚོ།,,,,,,,,,,,,,,,,,,,,,,
P2946,Male,,,,,འཇམ་དབྱངས་དགྱེས་པའི་བློ་གྲོས།,,,,,,,,,,,,,,,,,,,,,,,,,
P8LS13668,,842,,,,མངའ་བདག་འོད་སྲུངས།,,,འོད་སྲུངས།,,,,,,,,,,,,,,,,,,,,,,
P6443,Male,,,,,ཀརྨ་མཁའ་འབུམ།,,,,,,,,,,,,,,,,,,,,,,,,,
P1366,Male,1606,1642,,,ཀརྨ་བསྟན་སྐྱོང་དབང་པོ།,,,"བསྟན་སྐྱོང་དབང་པོ,་ཀརྨ།",སྡེ་སྲིད་གཙང་པ་ཀརྨ་བསྟན་སྐྱོང་དབང་པོ།,,,,,,,,,,,,,,,,,,,,,
P3AG59,,1115,1158,,,ཚུལ་ཁྲིམས་ཤེས་རབ།,,Ngok Jo Tsultrim Sherab,རྔོག་ཇོ་ཚུལ་ཁྲིམས་ཤེས་རབ།,རྔོག་ཇོ།,,,,,,,,,,,,,,,,,,,,,
P6168,Male,1854,1893,Nyingma,Q848771,རྫི་འགགས་སྤྲུལ་སྐུ་འཇམ་དབྱངས་ཤེས་རབ་ཆོས་ཀྱི་སྣང་བ།,,Jamyang Sherab Chokyi Nangwa,འཇམ་དབྱངས་ཤེས་རབ་ཆོས་ཀྱི་སྣང་བ།,དར་ཐང་གདན་རབས ༠༥,དཔལ་ཡུལ་གཟི་འགགས་སྤྲུལ་སྐུ་འཇམ་དབྱངས་ཤེས་རབ་ཆོས་ཀྱི་ཉི་མ།,གཟི་སྤྲུལ་འཇམ་དབྱངས་ཤེས་རབ་ཆོས་ཀྱི་སྣང་བ།,རྫོང་ནང་བླ་མ ༠༢,འཇམ་དབྱངས་ཤེས་རབ་ཆོས་ཀྱི་སྣང་བ་བློ་གྲོས་རྒྱ་མཚོའི་སྡེ།,,,,,,,,,,,,,,,,,
P1PD53747,,,,,,བཤད་སྒྲུབ་རྒྱ་མཚོ།,,,མི་ཕམ་མཚོ་བྱུང་དགྱེས་པའི་བློ་གྲོས།,,,,,,,,,,,,,,,,,,,,,,
P2164,Male,1874,,Geluk,Q319218,བཀྲ་ཤིས་མཁན་ཆེན།,,,སྐུ་འབུམ་ཁྲི་ཆེན ༧༧,སྐུ་འབུམ་ཁྲི ༧༧་སྦྱིན་པ་དོན་གྲུབ་རྒྱ་མཚོ།,སྦྱིན་པ་དོན་གྲུབ་རྒྱ་མཚོ།,བཀྲ་ཤིས་མཁན་ཆེན་སྦྱིན་པ་དོན་གྲུབ་རྒྱ་མཚོ།,སྐུ་འབུམ་རྒྱུད་པ་ཁྲི ༧༠,,,,,,,,,,,,,,,,,,
P7590,Male,1859,,,,ངེས་དོན་རྒྱ་མཚོ།,,,,,,,,,,,,,,,,,,,,,,,,,
P9218,Male,,,Geluk,Q319218,ཨ་རིན་རབ་འབྱམས་པ་བློ་གྲོས་རྒྱ་མཚོ།,,,བློ་གྲོས་རྒྱ་མཚོ།,,,,,,,,,,,,,,,,,,,,,,
P3408,Male,,,Kadam,Q588362,བག་སྟོན་གཞོན་ནུ་ཚུལ་ཁྲིམས།,,Bakton Zhonnu Tsultrim,གཞོན་ནུ་ཚུལ་ཁྲིམས།,,,,,,,,,,,,,,,,,,,,,,
P6642,Male,1968,,,,སྟག་རི་རྟ་མགྲིན་རྒྱལ།,,,རྟ་མགྲིན་རྒྱལ།,,,,,,,,,,,,,,,,,,,,,,
P5289,Male,,,,,དྲུང་ཡིག་འཇམ་སྲས་པ།,,,འཇམ་སྲས་པ།,,,,,,,,,,,,,,,,,,,,,,
P3CN26202,,,,,,སྤྲུལ་སྐུ་ཀརྨ་བསོད་ནམས།,五托喇嘛噶玛索南仁波切,,གཡུ་ཐོག་ཀརྨ་བསོད་ནམས།,ཀརྨ་བསོད་ནམས།,,,,,,,,,,,,,,,,,,,,,
P8221,Male,,849,,,འགོས་ཆོས་འགྲུབ།,,Go Chodrub,འགོས་ལོ་ཆོས་འགྲུབ།,བནྡེ་ཆོས་འགྲུབ།,ཞུ་ཆེན་གྱི་ལོ་ཙཱ་བ་འགོས་ཆོས་འགྲུབ།,ཆོས་འགྲུབ།,,,,,,,,,,,,,,法成,,,,,
P8240,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P8LS15363,,,,,,གསང་མདའ་བ་ཆོས་ཀྱི་རྒྱལ་མཚན།,,,ཆོས་ཀྱི་རྒྱལ་མཚན།,,,,,,,,,,,,,,,,,,,,,,
P00KG07632,Female,1962,,,,ཚེ་རིང་དབྱངས་སྐྱིད།,,,,,,,,,,,,,,,,,,,,,,,,,
P2334,Male,1874,,,,ཟས་ཞིམ་པ་ཀརྨ་ཚེ་དབང་།,,,"ཀརྨ་ཚེ་དབང,་ཟས་ཞིམ་པ།",,,,,,,,,,,,,,,,,,,,,,
P2AG32,,1788,1850,,,པད་ཚལ་གླིང་སྤྲུལ་སྐུ ༠༢་འཇིགས་མེད་འབསྟན་པའི་རྒྱལ་མཚན།,,Petsel Ling Tulku 02,འཇིགས་མེད་བསྟན་པའི་རྒྱལ་མཚན།,པད་ཚལ་གླིང་སྤྲུལ་སྐུ ༠༢,,,,,,,,,,,,,,,,,,,,,
P8911,Male,,,Jonang,Q1702893,འཛམ་ཐང་ཚེས་བཅུ ༠༣་ནུས་ལྡན་རྡོ་རྗེ།,,,ནུས་ལྡན་རྡོ་རྗེ།,འཛམ་ཐང་ཚེས་བཅུ ༠༣,,,,,,,,,,,,,,,,,,,,,
P9551,Male,1966,,,,དཔལ་རྡོར།,巴多,paldor,,,,,,,,,,,,,,,,,,,,,,,
P810,Male,1784,1854,Sakya,Q650035,ངོར་མཁན་ཆེན ༤༩་དཔལ་ལྡན་ཆོས་ཀྱི་རྒྱལ་མཚན།,,,ངོར་མཁན་ཆེན ༤༩,མི་ཉག་པ་དཔལ་ལྡན་ཆོས་ཀྱི་རྒྱལ་མཚན།,དཔལ་ལྡན་ཆོས་ཀྱི་རྒྱལ་མཚན།,,,,,,,,,,,,,,,,,,,,
P7756,Male,,,Nyingma,Q848771,བྱང་སེམས་ཐུགས་རྗེ་རྒྱལ་མཚན།,,,ཐུགས་རྗེ་རྒྱལ་མཚན།,,,,,,,,,,,,,,,,,,,,,,
P2PD17380,Male,1917,1956,Nyingma,Q848771,སྒར་རྗེ་སྤྲུལ་སྐུ་གསང་སྔགས་བསྟན་འཛིན།,,,གསང་སྔགས་བསྟན་འཛིན།,,,,,,,,,,,,,,,,,,,,,,
P4CZ74169,,1850,1933,Geluk,Q319218,དགེ་བཤེས་བྱམས་པ་བཟང་པོ།,,,བྱམས་པ་བཟང་པོ།,རྗེ་བཙུན་མཻ་ཏྲི་བྷ་དྲ་དཔལ་བཟང་པོ།,,,,,,,,,,,,,,,,,,,,,
P9584,Male,,,,,དྲག་ཤོས་ཤེས་རབ་མཐའ་ཡས།,,,ཤེས་རབ་མཐའ་ཡས།,,,,,,,,,,,,,,,,,,,,,,
P1017,Male,,,Nyingma,Q848771,ཁམས་སྨྱོན་དྷརྨ་སེངྒེ,,,གཞན་ཕན་འོད་ཟེར།,མཁའ་སྤྱོད་དགྱེས་པའི་རྡོ་རྗེ།,འཇིགས་མེད་ཆོས་ཀྱི་སེངྒེ,ཀརྨ་འཇིགས་བྲལ་ཆོས་ཀྱི་སེངྒེ,ཀརྨ་འཇིགས་མེད་ཆོས་ཀྱི་སེངྒེ,ཆོས་ཀྱི་སེངྒེ,,,,,,,,,,,,,,,,,
P9089,Female,,,,,སྐལ་བཟང་ལྷ་ཡི་བུ་ཁྲིད།,,,,,,,,,,,,,,,,,,,,,,,,,
P2181,Male,,1922,Rime,Q1571776,བཀྲས་ཁང་བྱམས་པ་ཐུབ་དབང་།,,,བཀྲས་ཁང་སྤྱི་ཁྱབ་མཁན་པོ་བྱམས་པ་ཐུབ་བསྟན།,བྱམས་པ་ཐུབ་དབང་།,,,,,,,,,,,,,,,,,,,,,
P8LS14236,,,,,,རོང་པོ་རྡོ་རྗེ།,,,ཉེ་གནས་རོང་པོ་རྡོ་རྗེ།,རྡོ་རྗེ།,,,,,,,,,,,,,,,,,,,,,
P2803,Male,,,,,མུས་ཆེན་བསོད་ནམས་དཔལ་བཟང་།,,,བསོད་ནམས་དཔལ་བཟང་།,,,,,,,,,,,,,,,,,,,,,,
P1117,Male,,,Sakya,Q650035,དགེ་བཤེས་བློ་བཟང་བསྟན་འཛིན།,,,བློ་བཟང་བསྟན་འཛིན།,,,,,,,,,,,,,,,,,,,,,,
P00KG07267,Male,,,,,མཁན་པོ་སརྦ་ཛྙཱ་དེ་བ།,,,སརྦ་ཛྙཱ་དེ་ཝ།,སརྦ་ཛྙཱ་དེ་བ།,,,,,,,,,,,,,,,,,,,,,
P622,Male,1892,1983,,,རྟོགས་ལྡན་བསོད་ནམས་བཟང་པོ།,,,བསོད་ནམས་བཟང་པོ།,མེ་མེ་བླ་མ་བསོད་ནམས་བཟང་པོ།,,,,,,,,,,,,,,,,,,,,,
P6944,Male,,,,,རྒྱ་ལོ་ཙཱ་བ་རྡོ་རྗེ་བཟང་པོ།,,,རྡོ་རྗེ་བཟང་པོ།,,,,,,,,,,,,,,,,,,,,,,
P8LS75315,,,,,,དགྲ་འདུལ་དབང་ཕྱུག,,,,,,,,,,,,,,,,,,,,,,,,,
P5405,Male,,1747,Geluk,Q319218,ཧོར་ཚང་གསེར་ཁྲི ༠༢་བློ་བཟང་བསྟན་འཛིན་རྒྱ་མཚོ།,,,བློ་བཟང་བསྟན་འཛིན་རྒྱ་མཚོ།,ཧོར་ཚང་གསེར་ཁྲི ༠༢,ཧོར་ཚང་གསེར་ཁྲི ༠༢,,,,,,,,,,,,,,,,,,,,
P8LS13858,,,,,,བླ་ཆེན་ཆོས་རིག་རྒྱལ་མཚན།,,,ཆོས་རིག་རྒྱལ་མཚན།,,,,,,,,,,,,,,,,,,,,,,
P1803,Female,,,,,ཁྱེ་འདྲེན་འབུམ།,,,ཁུ་མོ་ཁྱེ་འདྲེན་འབུམ།,,,,,,,,,,,,,,,,,,,,,,
P2AG28,,1718,1786,,,པད་ཚལ་གླིང་སྤྲུལ་སྐུ ༠༡་སྒྲུབ་ཐོབ་རྣམ་རྒྱལ་ལྷུན་གྲུབ།,,Drubtob Namgyel Lhundrub,སྒྲུབ་ཐོབ་རྣམ་རྒྱལ་ལྷུན་གྲུབ།,པད་ཚལ་གླིང ༠༡,,,,,,,,,,,,,,,,,,,,,
P8LS14174,,,,,,ལྗིལ་མིག་པ་བཀྲ་ཤིས་རྒྱལ་མཚན།,,,བཀྲ་ཤིས་རྒྱལ་མཚན།,,,,,,,,,,,,,,,,,,,,,,
P3CN22924,,,,,,སྐལ་བཟང་རྡོ་རྗེ།,,,སྒྲུང་པ་སྐལ་བཟང་རྡོ་རྗེ།,,,,,,,,,,,,,,,,,,,,,,
P1665,Male,1360,1407,Bon,Q815628,སྤྲུལ་སྐུ་བློ་ལྡན་སྙིང་པོ།,,,བློ་ལྡན་སྙིང་པོ།,,,,,,,,,,,,,,,,,,,,,,
P1166,Male,1919,1994,,,ཧོར་ཁང་བསོད་ནམས་དཔལ་འབར།,,,"བསོད་ནམས་དཔལ་འབར,་ཧོར་ཁང་།",,,,,,,,,,,,,,,,,,,,,,
P10392,Male,,,,,སྟག་ཕུ་སྤྲུལ་སྐུའི་སྐྱེ་བརྒྱུད།,,,ནག་ཤོད་སྟག་ཕུ་སྤྲུལ་སྐུའི་སྐྱེ་ཕྲེང ༼སྤྱི་ལོ ༡༨༡༤་བར༽,ནགས་ཤོད་སྟག་ཕུ་སྤྲུལ་སྐུའི་སྐྱེ་བརྒྱུད།,,,,,,,,,,,,,,,,,,,,,
P8LS12154,,,,Geluk,Q319218,ཀྭན་ཏུན་པཱ་གྲུ་ཞབས་དྲུང་བློ་བཟང་གྲགས་པ་རབ་རྒྱས།,,,བློ་བཟང་གྲགས་པ་རབ་རྒྱས།,སྐུ་འབུམ་དུས་འཁོར་ཁྲི ༣༩,,,,,,,,,,,,,,,,,,,,,
P4592,Male,,,,,ཀེའུ་ཚང་འཇམ་དབྱངས་སྨོན་ལམ།,,,བློ་བཟང་འཇམ་དབྱངས་སྨོན་ལམ།,ཀེའུ་ཚང་བློ་བཟང་འཇམ་དབྱངས་སྨོན་ལམ།,རྐེད་ཚང་བློ་བཟང་འཇམ་དབྱངས་སྨོན་ལམ།,,,,,,,,,,,,,,,,,,,,
P9329,Male,,,,,གཡུང་རྒྱལ།,,,,,,,,,,,,,,,,,,,,,,,,,
P1855,Male,,,,,གསལ་སྟོན་ཤྭོ་སྒོམ།,,,ཤྭོ་སྒོམ།,,,,,,,,,,,,,,,,,,,,,,
P482,Male,1427,1514,Geluk,Q319218,གཉལ་སྟོན་དཔལ་འབྱོར་ལྷུན་གྲུབ།,,Peljor Lhundrub,སེར་བྱེས་མཁན་རབས ༠༢,གཉན་སྟོན་དཔལ་འབྱོར་ལྷུན་གྲུབ།,སེ་ར་ཁྲི་རབས ༠༨,བྲ་ཏི་གཉལ་སྟོན་དཔལ་འབྱོར་ལྷུན་གྲུབ།,དཔལ་འབྱོར་ལྷུན་གྲུབ།,,,,,,,,,,,,,,,,,,
P2DB35091,,,,,,ཝང་ལེ།,,,,,,,,,,,,,,,,,,,,,,,,,
P3197,Male,,,,,འཇམ་དབྱངས་འོད་ཟེར་བཟང་པོ།,,,"འོད་ཟེར་བཟང་པོ,་འཇམ་དབྱངས།",,,,,,,,,,,,,,,,,,,,,,
P8LS13761,,,,,,སྣུར་ཆོས་འཕགས་རྒྱལ་མཚན།,,,ཆོས་འཕགས་རྒྱལ་མཚན།,,,,,,,,,,,,,,,,,,,,,,
P8LS12429,,1912,1983,,,དོན་གྲུབ་སྟོབས་རྒྱལ།,,,སེར་བྱེས་མཁན་རབས ༦༨,ཏྲེ་མཁན་ཟུར་དོན་གྲུབ་སྟོབས་རྒྱལ།,,,,,,,,,,,,,,,,,,,,,
P00KG04065,Male,,,,,སྣང་མཐའ་བསྟན་འཛིན་ཉི་མ།,,,བསྟན་འཛིན་ཉི་མ།,,,,,,,,,,,,,,,,,,,,,,
P6591,Male,,,,,ཕག་མོ་བསམ་གྲུབ།,,,,,,,,,,,,,,,,,,,,,,,,,
P2DB25911,,,,,,ཁུ་རེ་ནིའི་སྔགས་རམས་པ་ངག་དབང་ཚེ་རིང་སྐྱབས།,,,ངག་དབང་ཚེ་རིང་སྐྱབས།,མུ་རིང་གིའི་ཁུ་རེ་ནིའི་སྔགས་རམས་པ་ངག་དབང་ཚེ་རིང་སྐྱབས།,,,,,,,,,,,,,,,,,,,,,
P3666,Female,,,,,སྲི་ཐར་སྨན།,,,,,,,,,,,,,,,,,,,,,,,,,
P6594,Male,,,,,ལུའི་ཀྲོའུ་ཡི།,,,,,,,,,,,,,,,,,,,,,,,,,
P8LS14711,,,,,,འབྲི་གུང་མཁན་ཆེན་རྣམ་མགོན་དྲི་མེད་སྡེ།,,,རྣམ་མགོན་དྲི་མེད།,,,,,,,,,,,,,,,,,,,,,,
P8LS12548,,1795,,,,ཀུན་བཟང་དཔལ་འབར།,,,ཡོན་རྡོའི་སྤྲུལ་སྐུ ༠༧,,,,,,,,,,,,,,,,,,,,,,
P8450,Male,,,Sakya,Q650035,བཅོ་བརྒྱད་ཁྲི་ཆེན ༠༤་ཆོས་ཀྱི་འོད་ཟེར།,,,ཆོས་ཀྱི་འོད་ཟེར།,,,,,,,,,,,,,,,,,,,,,,
P3083,Male,,,Geluk,Q319218,རྒྱུད་སྨད་མཁན་ཆེན།,,,རྒྱུད་སྨད་མཁན་ཆེན་གྲགས་པ་བརྩོན་འགྲུས།,གྲགས་པ་བརྩོན་འགྲུས།,,,,,,,,,,,,,,,,,,,,,
P4350,Male,,,,,ནམ་མཁའ་དཔལ་བཟང་།,,,,,,,,,,,,,,,,,,,,,,,,,
P8LS15232,,,,,,ཤྲཱི་ཡཾ་བྷཱུ་ཏི།,,,,,,,,,,,,,,,,,,,,,,,,,
P1521,Male,,1664,Geluk,Q319218,ཀོང་པོ་བསྟན་འཛིན་ལེགས་བཤད།,,Tenzin Lekshe,བསྟན་འཛིན་ལེགས་བཤད།,ཁྲི ༣༦་བསྟན་འཛིན་ལེགས་བཤད།,དགའ་ལྡན་ཁྲི་པ ༣༦,,,,,,,,,,,,,,,,,,,,
P5047,Male,,,,,རྟ་མགྲིན་དབང་ཕྱུག,,,,,,,,,,,,,,,,,,,,,,,,,
P3012,Male,,,,,བྲང་ཏི་དཀོན་མཆོག་རྒྱལ་མཚན།,,,དཀོན་མཆོག་རྒྱལ་མཚན།,,,,,,,,,,,,,,,,,,,,,,
P4CZ358160,,1842,1907,,,རིག་འཛིན་བདེ་གཤེགས་གླིང་པ།,,,དཔལ་ཌཱཀྐི་བཞད་པའི་རྡོ་རྗེ།,དགོན་པ་ཆུ་སྐྱེས་རྡོ་རྗེ།,གཏེར་ཆེན་རིག་འཛིན་བདེ་གཤེགས་གླིང་པ།,,,,,,,,,,,,,,,,,,,,
P8527,Male,1304,1400,,,ཁྱབ་བརྡལ་ལྷུན་གྲུབ།,,,ཁྱབ་གདལ་ལྷུན་གྲུབ།,,,,,,,,,,,,,,,,,,,,,,
P00KG09770,,1968,,,,ཤར་མཁན་སྤྲུལ་འཇམ་དཔལ་བློ་གྲོས།,,,འཇམ་དཔལ་བློ་གྲོས།,མི་ཕམ་ཚངས་ཐིག,,,,,,,,,,,,,,,,,,,,,
P2861,Male,,,,,མཁས་གྲུབ་རིན་ཆེན་བཟང་པོ།,,,རིན་ཆེན་བཟང་པོ།,,,,,,,,,,,,,,,,,,,,,,
P2622,Male,,,,,གྲགས་པ་བཤེས་གཉེན།,,,,,,,,,,,,,,,,,,,,,,,,,
P2JM332,,1888,,,,ཨ་གྲོའི་མཁན་པོ་ཡེ་ཤེས་རྒྱ་མཚོ།,,,ཡེ་ཤེས་རྒྱ་མཚོ།,རྫོགས་ཆེན་མཁན་རབས ༢༢,,,,,,,,,,,,,,,,,,,,,
P2040,Male,,,,,སློབ་དཔོན་ལྷ་ཁང་ལྷག་པ།,,,ལྷ་ཁང་ལྷག་པ།,,,,,,,,,,,,,,,,,,,,,,
P7367,Male,,,,,དཔལ་ལྡན།,,,,,,,,,,,,,,,,,,,,,,,,,
P8LS75564,,,,,,བསྟན་འཛིན་འཇམ་དཔལ།,,,,,,,,,,,,,,,,,,,,,,,,,
P6173,Male,,,Nyingma,Q848771,གནས་གསར་བཀྲ་ཤིས་ཆོས་འཕེལ།,,,བཀྲ་ཤིས་ཆོས་འཕེལ།,ཀརྨ་བཀྲ་ཤིས་ཆོས་འཕེལ།,སྒྲ་དབྱངས་སྙིང་པོའི་ཟླ་བ་མཚོ་བྱུང་རྒྱས་པའི་བློ་གྲོས།,སྒྲ་དབྱངས་སྙིང་པོའི་ཟླ་བ་ལེགས་བཤད་འོད་སྣང་རབ་ཏུ་རྒྱས་པའི་སྡེ།,འཇམ་དབྱངས་ཆོས་ཀྱི་ཉི་མ་བློ་གྲོས་རྒྱས་པའི་སྡེ།,ཀརྨ་བཀྲ་ཤིས་ཆོས་འཕེལ་བློ་གྲོས་རྒྱ་མཚོའི་སྒྲ་དབྱངས།,,,,,,,,,,,,,,,,,
P4CZ15262,,,,,,སློབ་དཔོན་བི་ཏ་པཱ་ད།,,,བི་ཏ་པཱ་ད།,སློབ་དཔོན་བི་ཏ་པཱ་ཏ།,བི་ཏ་པཱ་ཏ།,བི་ཏ་སཱ་ར།,,,,,,,,,,,,,,,,,,,
P2JM356,,,,,,ཇ་ཆུ་སྤྲུལ་སྐུ།,,,,,,,,,,,,,,,,,,,,,,,,,
P4CZ10508,,,,,,སློབ་དཔོན་བདེ་བྱེད་བདག་པོ།,,,བདེ་བྱེད་བདག་པོ།,,,,,,,,,,,,,,,,,,,,,,
P8LS13941,,,,,,ཆོས་སེང་།,,,མཆིམས་ཆོས་སེང་།,,,,,,,,,,,,,,,,,,,,,,
P9003,Male,,,,,བསམ་ཟུར་ཆོས་འཕེལ།,,,,,,,,,,,,,,,,,,,,,,,,,
P4CZ366916,,,,,,ཁོ་ཚེ་སྐལ་བཟང་སྐྱབས།,,,སྐལ་བཟང་སྐྱབས།,,,,,,,,,,,,,,,,,,,,,,
