BDRC_ID,PlaceType,label_bo,label_zh-hans,label_en,label_zh-pinin,label_mn-x-trans,alias_bo,alias_zh-hans,alias_en,alias_zh-pinin,alias_mn-x-trans,Latitude,Longitude,FoundedOn,ConvertedOn
G4859,monastery,ས་དམར་དགོན།,沙冒寺,,,,བཀྲ་ཤིས་ཆོས་འཁོར་གླིང་།,,,shamao si,,,,1803,
G2LS554,monastery,བར་ཀྱོག་དགོན།,,,,,ཕུན་ཚོགས་རབ་བརྟན་གླིང་།,,,,,32.20000,78.58000,1250,1550
G1KR812,monastery,བཀྲ་ཤིས་དར་རྒྱས་གླིང་།,寿国寺,,,,,康普寿国寺,,Shouguo si,,27.60000,99.01667,1729,
G2KR68,monastery,,,,Fuhui si,Kharchin vangin süm,,福慧寺,,,qaracin vang-un sum-e,,,1690,
G1KR185,monastery,བསུ་བ་དགོན།,四洼寺,,,,དགའ་ལྡན་བཀྲ་ཤིས་ཆོས་གླིང་།,四哇寺,,Si wa si,,32.99255,101.68617,1682,
G1KR2658,monastery,སྟག་ཐོག་དགོན་པ།,特合土寺,,,,,特合土寺,,tehetu si,,33.90000,99.13000,1890,
G3484,monastery,དགེ་འདུན་སྒང་།,,,,,ཉང་སྟོད་འབྲས་དགེ་འདུན་སྒང་།,,,,,,,,
G2CN10913,printery,བཀྲ་ཤིས་ལྷུན་པོའི་པར་ཁང་།,,,,,,,,,,,,,
G4701,monastery,ཁ་རྒྱ་སྒར།,,,,,,,,,,,,,
G76,monastery,ཆུ་བཟང་དགོན།,,,,,,,,,,,,,
G1KR33,monastery,མཚོ་སྟེང་དགོན།,昌都寺,,,,མཚོ་སྟེང་དགོན་དཔལ་གཤེན་བསྟན་ནོར་བུའི་གླིང་།,昌都罗尔布寺,,changdu luoerbu si,,31.56936,101.88718,1025,
G501,monastery,སྙན་མོ་དགོན།,年毛寺,,,,,,,nianmao si,,33.73000,99.43000,1890,
G4390,monastery,སྒོ་ཤར་དགོན།,,,,,སྒོ་ཤར་དགོན ༼སྟོད༽,,,,,,,,
G4006,monastery,ཟུར་མགོ་བསྟན་རྒྱས་གླིང་དགོན་པ།,丁真寺,,,,བསྟན་རྒྱས་གླིང་།,,,dingzhen si,,28.91667,99.58334,1350,
G2934,monastery,དགོན་ཆུང་ཁ།,,,,,,,,,,,,,
G1KR1642,monastery,བསམ་གཏན་གླིང་དགོན།,桑丹林寺,Samtenling,,,སྐྱིད་རོང་བསམ་གཏན་གླིང་དགོན།,吉隆县桑丹林寺,Jadur,sangdanlin si,,28.41667,85.36667,1550,1650
G2081,monastery,སྒ་དམ་དགོན།,,,,,,,,,,,,,
G3801,monastery,ལྔ་མཆོད་དགོན།,安觉寺,,,,,,,anjue si,,30.05000,101.96667,1600,
G3945,monastery,རྩེ་དགོན་བཀྲ་ཤིས་ཆོས་གླིང་།,,,,,,,,,,,,,
G3809,monastery,དྲུང་ཡིག་དགོན།,重依寺,,,,,,,zhongyi si,,31.05000,99.28333,1600,
G3797,monastery,ཁུ་འབྱོར་དགོན།,昆觉寺,,,,,,,kunjue si,,29.41667,101.30000,1196,
G1KR1700,monastery,སྣང་གསལ་དགོན།,朗色寺,,,,ཨ་གྲགས་སྣང་གསལ་དགོན།,,,langse si,,32.011338,92.386158,,
G1PD96281,monastery,དོ་ལོ་ཐང་ཇོ་མོ་དགོན་པ།,多洛塘尼姑寺,,,,,多洛塘尼故寺,,duoluotang nigu si,,35.71004,102.35463,1823,
G3JT12553,printery,རོང་ཐ་རྭ་ཉག་ཐེག་ཆེན་གླིང་པར་ཁང་།,,,,,རྭ་ཉག་ཕུན་ཚོགས་ཐེག་ཆེན་གླིང་པར་ཁང་།,,,,,,,,
G4073,monastery,མི་ཕམ་རྣམ་རྒྱལ་གླིང་།,龙若寺,,,,རྫ་ཚིག་གཡུང་དྲུང་གླིང་།,,,longruo si,,30.85000,101.93333,1625,
G1KR2479,monastery,ལཱ་ཁ་དགོན།,拉卡寺,,,,དགའ་ལྡན་བཤད་སྒྲུབ་དར་རྒྱས་གླིང་།,,,laka si,,34.64000,101.60000,1924,
G384,monastery,ཡར་འབྲོག་ཞག་དེའུ་དགོན།,,,,,ཞག་དེའུ་དགོན་པ།,,,,,29.267315,90.365979,,
G2CN11151,monastery,ཞུ་གཡུང་དྲུང་ཀུན་གྲགས་གླིང་།,,,,,ཞུ་རི་ཞིང་གཡུང་དྲུང་ཀུན་གྲགས་གླིང་།,,,,,27.278635,88.334254,,
G1KR2309,monastery,ཤ་སྟེངས་བོན་དགོན།,下什塘寺,,,,,,,,,36.06352,102.50000,,
G3041,monastery,ལོ་དགོན་པ།,洛普寺,,,,,洛寺,,luopu si,,29.92658,91.60416,1095,
G1KR2638,monastery,བུ་རྩ་དགོན་པ།,吾扎寺,,,,,,,wuzha si,,32.76000,100.80000,1887,
G3058,monastery,སྣེ་ཟུར་རི་ཁྲོད།,,,,,,,,,,,,,
G3125,monastery,དིང་རི་གླང་འཁོར་དགོན།,朗果寺,,,,གླང་འཁོར་དགོན།,定日朗果寺,,dingri langguo si,,28.51667,86.48333,1097,
G4804,monastery,རྟེན་དུར་དགོན།,,,,,,,,,,,,,
G3992,monastery,བརྡ་ཚང་དགོན།,大章寺,,,,བརྡ་ཚང་བསཀལ་བཟང་དགོན།,,,dazhang si,,32.78333,100.05000,1871,
G1KR2684,monastery,མཚོ་རིག་ཆོས་སྒར།,措柔帐房寺,,,,,,,cuorou zhangfang si,,35.11000,98.86000,,
G1KR2126,monastery,མཐུན་སྒྲིལ་ཟི།,团结寺,,,,,,,tuanjie si,,36.31504,102.85669,1413,
G2CN10858,printery,བཀྲ་ཤིས་ཆོས་གླིང་གི་པར་ཁང་།,,,,,,,,,,,,,
G1971,monastery,མ་ཡང་དགོན་པ།,,,,,དཔའ་རིས་མཱ་ཡང་དགོན་པ།,,,,,,,1757,
G1KR1692,monastery,དགའ་རི་དགོན།,嘎日寺,,,,སེན་ཚ་དགའ་རི་དགོན།,嘎如寺,,garu si,,31.196862,93.733782,1697,
G2217,monastery,གདོང་པོ་དགོན།,东坡寺,,,,གདོང་པོ་དགོན།,,,dongpo si,,31.11944,80.12250,1450,
G4812,monastery,ཀརྨ་ལྷ་སྟེང་དགོན་པ།,,,,,,,,,,,,1185,
G1KR2748,monastery,རུ་བ་བར་མ།,日哇多玛寺,,,,,日瓦得马寺,,riwa bama si,,32.48836,95.29840,1698,
G1KR70,monastery,བོའི་འུར་དགོན།,维尔寺,,,,བོའི་འུར་དགོན་བཀྲ་ཤིས་རྣམ་རྒྱལ་གླིང་།,,,weier si,,32.19537,103.19668,1040,
G2276,monastery,བྲག་གྱམ་དགོན།,扎江寺,,,,ཀརྨ་སྒྲུབ་བརྒྱུད་བསྟན་དར་ཆོས་འཁོར་གླིང་།,,,zhajiang si,,32.21000,83.99000,1850,
G4497,monastery,སྐུ་ཤུག་དགོན།,,,,,,,,,,,,,
G2250,monastery,ཁྲུས་སྒོ་དགོན།,楚果寺,,,,,,,chuguo si,,30.56000,81.44000,1400,1750
G1KR993,monastery,ཀོ་རྒྱལ་ཡར་དགོན།,上高吉寺,,,,,,,shanggaoji si,,31.36667,97.20000,,
G447,monastery,མངའ་རིས་གྲྭ་ཚང་།,阿里扎仓寺,,,,འོན་མདའ་མངའ་རིས་གྲྭ་ཚང་།,,,ali zhacang si,,29.28667,91.83596,1541,
G2GS1240,monastery,མང་རམས་དགོན།,,,,,,,,,,,,,
G1GS108148,monastery,བདེ་ཆེན་རབ་རྒྱས་གླིང་།,德庆热布杰寺,,,,དགའ་ལྡན་བདེ་ཆེན་རབ་རྒྱས་གླིང་།,,,deqing rebujie si,,29.68333,89.06667,1500,
G1KR2634,monastery,པན་ནག་དགོན་པ།,班那合寺,,,,,,,,,32.95000,100.71000,1777,
G2KR120,monastery,,,,Tanggarige miao,Tangaragin süm,,寿安寺,,Shou’an si,Tanggharigh-un süme,,,1663,
G1KR1352,monastery,བལ་ཐོ་དགོན།,白托寺,,,,གཡུང་དྲུང་ལྷ་ལྡིང་།,永忠拉丁寺,,baituo si,,31.052379,95.815067,1350,
G2859,monastery,འོག་གཞི་འགྲམ་དགོན།,,,,,ལྷོ་རྫོང་འོག་གཞི་འགྲམ་དགོན།,,,,,,,,
G3671,monastery,འབྲོག་སྒང་དགོན།,,,,,,,,,,,,,
G1KR2802,monastery,མགར་མགོ་འོད་གསལ་གླིང་།,堪郭寺,,,,,,,kanguo si,,32.20470,96.46614,1822,
G1614,monastery,ཀླུ་འབུམ་དགོན།,楞波寺,,,,ཉག་རོང་ཀླུ་འབུམ་དགོན།,,,lengbo si,,30.78333,100.16666,,
G1KR767,monastery,,萨卡雅寺,,,,,,,Sakaya Gun,,28.08333,101.48333,1690,
G2KR72,monastery,,,,Huizong si,Khökh süm,,汇宗寺,,,koke sum-e,,,1691,
G2617,monastery,མཐའ་དམར་དགེ་དགོན།,塔玛改寺,,,,མཐའ་དམར་དགེ་དགོན།,,,tamagai si,,32.08369,96.51459,1890,
G1KR1073,monastery,,巴纳寺,,,,,,,,,31.30000,97.98333,,
G1KR1969,monastery,ཀླུ་བདེ་བའི་བཀྲ་ཤིས་དགོན།,托迪坪扎西寺,,,,,,,,,33.72255,104.37543,1893,
G1KR1172,monastery,བཀྲ་ཤིས་གླིང་།,扎西林寺,,,,,,,,,31.53333,95.26667,,
G412,monastery,བསམ་སྡིངས་དགོན་པ།,桑丁寺,Samding Monastery,,,བོ་དོང་བསམ་སྡིངས།,,,sangding si,,28.97853,90.48091,1440,
G1KR2099,monastery,དགེ་འཕེལ་ཆོས་འཁོར།,半截沟静房,,,,སེངྒེ་རྫོང་དགེ་འཕེལ་ཆོས་འཁོར།,羊毛静房,,banjiegou jingfang,,36.53297,101.48000,,
G3668,monastery,ལྕང་སེང་དགོན།,,,,,,,,,,,,,
G1KR1299,monastery,,嘎拉寺,,,,,曲邓乡嘎拉寺,,Gala si,,29.46667,98.46667,,
G3JT12609,printery,དྭགས་ལྷ་སྒམ་པོའི་པར་ཁང་།,,,,,,,,,,,,,
G1915,monastery,བན་ཤུལ་སྒར་གསར།,万秀尕卡,,,,ཕུན་ཚོགས་བཀྲ་ཤིས་ཆོས་རྫོང་།,万秀尕寺,,wanxiu gaka,,35.62100,101.15830,1978,
G2CN11067,monastery,གྲང་ཕུ་ལུང་།,,,,,གདན་ས་གྲང་ཕུ་ལུང་།,,,,,,,,
G3105,monastery,རིན་ཆེན་གླིང་།,,,,,མཁར་རྟ་རིན་ཆེན་གླིང་།,,,,,,,,
G1KR1181,monastery,ག་ཤེལ་དགོན།,嘎协寺,,,,,嘎西寺,,gaxi si,,31.935690,94.937768,1585,
G1KR593,monastery,ཤུག་ར་དགོན།,须然寺,,,,,须热寺,,xure si,,32.48333,98.01667,,
G1KR1684,monastery,,贡沙寺,,,,,,,Gongsha si,,31.51667,93.51667,,
G3938,monastery,རྔ་ཡབ་བྲག་ཆེན་དགོན།,,,,,,,,,,,,,
G4103,monastery,རྭ་ཤེལ་དགོན།,然吓寺,,,,རང་ཤེས་དགོན།,,,ranxia si,,30.50000,101.43333,1650,
G688,monastery,ཆག་བྱང་ཆུབ་གླིང་།,,,,,,,,,,,,,
G1KR1458,monastery,ལམ་རིམ་དགོན།,罗仁寺,,,,,,,Lamrim,,29.13444,91.62751,1450,
G354,monastery,དགེ་ཕན་བྱང་ཆུབ་གླིང་།,,,,,ནག་ཆུ་དགེ་ཕན་བྱང་ཆུབ་གླིང་།,,,,,,,,
G1KR724,monastery,དོན་གྲུབ་ལྷ་ཁང་།,邓珠拉康,,,,,邓珠喇空,,deng zhu la kang,,28.75000,99.86667,,
G1KR1706,monastery,,乃木寺,,,,,乃母寺,,,,31.85000,91.56667,,
G1KR1140,monastery,,乃旦寺,,,,,乃登寺,,,,31.78333,96.31667,,
G2CN11038,monastery,མན་ལུང་དགོན།,,Manlung Monastery,,,སྨན་ལུང་དགོན།,,,,,,,,
G1KR757,monastery,,丁央寺,,,,,,,Dingyang Gun,,27.93333,101.26667,,
G1941,monastery,ཁོ་ནག་མཚམས་ཁང་།,土夫多参康,,,,ཁོ་ནག་མཚམས་ཁང་ཨོ་རྒྱན་ངེས་དོན་གླིང་།,,,tufuduo cankang,,35.22704,100.41000,1911,
G1KR161,monastery,སྤང་ཐོག་དགོན།,棒托寺,,,,སྤང་ཐོག་དགོན་ཐུབ་བསྟན་བཤད་སྒྲུབ་ནོར་བུའི་གླིང་།,,,bengtuo si,,32.42036,101.06396,1362,
G1KR2385,monastery,ཨ་རིག་དགོན།,阿柔大寺,,,,ཨ་རིག་དགོན་ཆེན།,阿力克大寺,,alike dasi,,38.04610,100.39917,1553,
G3691,monastery,རྩེས་ར་དགོན།,,,,,,,,,,,,,
G1KR31,monastery,བྲག་དབེན་དགོན།,巴丫寺,,,,བྲག་དབེན་གཡུང་དྲུང་རྣམ་རྒྱལ་ལྷ་རྩེའི་གླིང་།,,,baya si,,31.45171,102.06351,1991,
G3660,monastery,གནས་འགོ་དགོན།,顶锅山寺,,,,,,,ding guo shan si,,30.78333,101.75000,1395,
G1KR1562,monastery,ཨོ་རྒྱན་དགོན།,邬坚寺,,,,ཆོས་འཁོར་ལྷུན་པོ་ཨོ་རྒྱན་ལྷ་ཁང་དགོན།,,,wujian si,,28.96667,87.95000,1298,
G1565,monastery,གཡར་དགོན་པ།,雅格寺,,,,དཔལ་མི་འགྱུར་བསབ་གཏན་ཆོས་འཁོར་གླིང་།,雅根寺/亚根寺,,yage si,,31.68333,99.71667,1738,
G2549,monastery,སོག་ཚ་དགོན་པ།,,,,,བསྟན་གཉིས་དར་རྒྱས་གླིང་།,,,,,,,,
G3JT12528,printery,འཇའ་ཟ་རི་ཁྲོད་བསམ་གླིང་དགོན་གྱི་པར་ཁང་།,,,,,,,,,,,,,
G3706,monastery,འབྲས་ལྗོངས་ཀཿ་ཐོག་དགོན།,,,,,འབྲས་ལྗོངས་ཀཿཐོག་དགོན།,,,,,,,,
G1KR2921,monastery,ཞ་རི་ཧ་ཧྲི་དཔེར་ཁང་།,夏日哈石经院,,,,,,,,,37.43032,99.17978,,
G1KR1681,monastery,,国龙尼寺,,,,,,,Guolongni si,,31.53333,93.11667,,
G4522,monastery,སོག་དགོན།,,,,,,,,,,,,1748,
G14,monastery,སྨིན་གྲོལ་གླིང་།,敏珠林寺,Mindroling,,,ཨོ་རྒྱན་སྨིན་གྲོལ་གླིང་།,敏卓林寺,,minzhuolin si,,29.18693,91.40557,1676,
G1KR2388,monastery,ཡ་ཞོལ་མ་ཟི།,压秀麻苯教寺,,,,,,,,,37.23000,100.50000,1927,
G1KR2516,monastery,བྲག་ཐོ་མཚམས་ཁང་།,知合托参康,,,,,,,zhihetuo cankang,,35.08006,100.55035,,
G3838,monastery,ཅོག་སྟེང་དགོན།,,,,,ཅོག་སྟེང་རི་ཁྲོད།,,,,,,,,
G2924,monastery,ངར་སྣ་སྐུ་ཤ་དགོན།,,,,,,,,,,,,,
G1KR124,monastery,བཀའ་ཁྱབ་དགོན།,尕渣寺,,,,བཀའ་ཁྱབ་སྨིན་གྲོལ་ནོར་བུའི་གླིང་།,尕扎寺,,Ga zha si,,32.25111,102.03203,1671,
G3796,monastery,བྱང་ཆུབ་དགོན།,折洛寺,,,,,,,zheluo si,,30.51667,102.06667,1150,
G1598,monastery,ཉཱ་རྩེ་དགོན།,,,,,ཉཱཿརྩེ་དགོན།,,,,,,,,
G3JT12592,printery,དགོན་ལུང་བྱམས་པ་གླིང་གི་པར་ཁང་།,,,,,,,,,,,,,
G1KR1343,monastery,ལྷུན་གྲུབ་ཆོས་ལྡིངས་གླིང་།,孜托寺,,,,,俄琼寺,,Zituo si lunzhu qudenglin,,30.75000,95.83334,,
G1KR240,monastery,བབ་བཟོ་དགོན།,桑周寺,,,,གཡུང་དྲུང་བསམ་འགྲུབ་ནོར་བུའི་གླིང་།,若尔盖桑周寺,,sangzhou si,,33.46909,103.36797,1184,
G1KG12791,printery,ལྷ་ས་སྨན་རྩིས་ཁང་གི་པར་ཁང་།,,,,,ལྷ་ལྡན་སྨན་རྩིས་ཁང་གི་པར་ཁང་།,,,,,,,,
G1KR94,monastery,གོ་ཡུལ་དགོན།,,,,,,,,,,31.93664,102.10551,1786,
G1KR1875,monastery,,仁钦崩寺,,,,,仁青崩寺,,Renqingbeng si,,29.31667,95.31667,,
G3095,monastery,དཔའ་རི་འབྲུག་དགོན།,,,,,,,,,,,,,
G3863,monastery,ས་འདུལ་རི་ཁྲོད།,,,,,ཐེག་ཆེན་བཤད་སྒྲུབ་ཕུན་ཚོགས་ཆོས་སྡེ་དགོན།,,,,,,,,
G1KR1715,monastery,,空地寺,,,,,,,Kongde si,,30.91667,88.71667,,
G1KR2425,monastery,དམུ་གསལ་སྒར་གོང་མ།,木合沙噶尔寺,,,,མག་གསར་སྨན་རེའི་བཤད་སྒྲུབ་སྨིན་གྲོལ་གླིང་།,木合沙噶尔上寺,,muhesha ga-er shangsi,,35.43186,101.91106,1300,
G245,monastery,འབྲས་ཡུལ་སྐྱེད་ཚལ་དགོན།,,Dreyul Kyetsal,,,སྐྱེད་ཚལ།,,,,,,,1449,
G1KR35,monastery,བླ་མེ་དགོན།,喇嘛寺,,,,བླ་མེ་ཡིད་བཞིན་ནོར་བུ་གླིང་།,,,lama si,,31.64171,101.44725,0913,
G2LS589,monastery,རྩ་རང་བློས་བཏང་དགོན།,,,,,,,,,,,,,
G2242,monastery,ཤེས་ཤེད་དགོན།,喜西寺,,,,,,,jiaxi si,,31.80000,79.60000,1450,
G2868,monastery,རྫ་ཁོལ་དགོན།,,,,,,,,,,,,,
G1KR115,monastery,སྦས་གཏེར་དགོན།,,,,,སྦས་གཏེར་བདེ་ཆེན་གླིང་།,,,,,31.99883,102.02834,0780,
G1PD96058,monastery,ཞི་དགུ་ཏུང་ཟི།,西沟洞寺,,,,,西沟寺,,xi gou dong si,,36.28769,102.38245,,
G4285,monastery,རྒྱང་ཕུ་དགོན།,,,,,,,,,,,,,
G1KR2773,monastery,ཟེར་དཀར་དགོན།,赛航寺,,,,ཟེར་དཀར་རང་ལུགས་རབ་བརྟན་དགོན་པ།,色康寺,,saihang si,,33.76852,96.74333,1398,
G4266,monastery,སྲིབ་རོང་གྲོང་འབེབ་དགོན།,,,,,,,,,,,,,
G1931,monastery,གཙང་དགོན།,,Dondrub Rabtenling,,,དོན་གྲུབ་རབ་བརྟན་གླིང་།,,,,,,,1765,
G1PD96298,monastery,གཏེར་ཁ་ལུང་སྒར།,铁尕楞寺,,,,གཏེར་ཁ་ལུང་སྒར།,铁尕楞寺,,tiegaleng si,,35.70412,102.62251,,
G1KR237,monastery,རྒུར་སྐྱང་དགོན།,苟象寺,,,,རྒུར་སྐྱང་སྤྱང་ཚང་གླིང་།,苟相寺,,gouxiang si,,33.67530,103.35614,1102,
G2266,monastery,ལྷུན་གྲུབ་ཆོས་སྡིངས་དགོན།,伦珠曲丁寺,Rutok Tashi Choling,,,རུ་ཐོག་བཀྲ་ཤིས་ཆོས་གླིང་དགོན།,伦珠曲典寺,,lunzhu qudan si,,33.41000,79.64000,,1680
G3979,monastery,དཀྱིལ་སྔོན་དགོན།,金俄寺,,,,,,,jine si,,31.86667,100.73333,1536,
G4,monastery,སྨན་རི་དགོན།,梅日寺,,,,བཀྲ་ཤིས་སྨན་རི།,门日寺,,meiri si,,29.446108,89.537805,1393,
G4413,monastery,གསང་སྔགས་ཕོ་བྲང་།,,,,,,,,,,,,,
G3JT12499,printery,སེར་ལོ་དགོན་པའི་པར་ཁང་།,,,,,,,,,,,,,
G2484,monastery,གཅམ་མདའ་དགོན།,,,,,ཁམས་གཅམ་མདའ་དགོན།,,,,,,,,
G1KR101,monastery,དུང་འབོད་དགོན།,德波寺,,,,,,,De bo si,,31.87172,101.97324,,
G4825,monastery,ཐང་དཀར་ནང་བཀྲ་ཤིས་དགོན།,唐尕昂扎西寺,,,,ཐང་དཀར་ནང་བཀྲ་ཤིས་རྣམ་རྒྱལ་གླིང་།,唐尕昂扎西南杰朗,,tangga'ang zhaxi nanjialang,,35.16187,102.88161,,
G1KR805,monastery,,绝顶寺,,,,,扎加寺,,Zhajia si,,28.95000,99.01667,,
G4CZ321339,monastery,གཟི་མིག་དགོན།,,,,,པདྨའི་གནས་ཆེན་སྦས་ཡུལ་འབྲས་མོ་ལྗོངས་ཀྱི་ཤར་ཕྱོགས་གཟི་མིག་གསང་སྔགས་བདུད་འདུལ་གླིང་།,,,,,,,,
G1KR2109,monastery,ཧོར་སྡིང་རི་ཁྲོད།,桦林寺,,,,,花领尔寺,,hualin si,,36.84274,101.46414,1777,
G1KR1861,monastery,,贡日登寺,,,,,,,Gongrideng si,,30.05000,95.05000,,
G1KR1997,monastery,བཟེ་ཁ་དགོན།,日盖寺,,,,བཟེ་ཁ་དགོན་གཡུང་དྲུང་ནོར་བུ་གླིང་།,,,rigai si,,34.05767,103.23830,0913,
G2729,monastery,རེ་བླ་དགོན།,热拉寺,,,,རེ་བླ་དགོན་པ།,,,rela si,,32.30783,95.58526,1531,
G3716,monastery,སྟག་ཐོག་ཐ་མ་དགོན།,,,,,,,,,,,,,
G1KR1252,monastery,,亚寺,,,,,,,Ya si,,30.58333,97.08334,,
G2197,monastery,ཨོག་དཀར་ཕུག་དགོན།,,,,,ཁཱ་ཙེ་ཇོ་བོ་ཨོག་དཀར་ཕུན་དགོན།,,,,,,,,
G1KR1738,monastery,,琼扩寺,,,,,琼科寺,,Qiongke si,,31.65000,94.30000,,
G3JT12612,printery,གྲོ་བོ་ལུང་དགོན་གྱི་པར་ཁང་།,,,,,,,,,,,,,
G3958,monastery,ཕུག་ཁང་དགོན།,,,,,རྫ་ཕུ་ཁང་དགོན་བདེ་ཆེན་ཆོས་འཁོར་ལྷུན་པོ།,,,,,,,,
G1KR1026,monastery,,根沙寺,,,,,,,Gensha si,,31.93333,98.40000,,
G1KR2106,monastery,ཀླུ་རྒྱལ་ལྷ་ཁང་།,鲁尔加寺,,,,,,,lu'erjia si,,36.74088,101.50375,1653,
G3985,monastery,འབུམ་ལུང་དགོན།,孟龙寺,,,,,,,menglong si,,32.63334,99.73333,1775,
G1KR2306,monastery,དུའུ་ཚང་ཟི།,斗仓寺,,,,,乙什扎寺,,yishizha si,,36.16243,102.33701,1461,
G1KR313,monastery,སན་སི ༼དགོན༽,,,,,,,,Sansi,,28.91667,101.83334,,
G3913,monastery,ལི་ཐང་དགའ་ཚལ་གླིང་།,,,,,དགའ་ཚལ་གླིང་།,,,,,,,,
G1PD96012,monastery,ཡན་ཀྱ་འཕྲང་བ་ཟི།,严家峡寺,,,,,严家峡寺,,yan jia xia si,,35.97912,102.73648,1930,
G1KR2845,monastery,གེ་ཅག་དགེ་དགོན་པ།,改加寺,,,,,,,gaijia si,,31.88211,96.00251,1893,
G3075,monastery,ཅི་རོང་བ་ཟལ་དགོན།,,,,,བ་ཟལ་དགོན ༼ཅི་རོང༽,,,,,,,,
G4343,monastery,སྟི་ནན་དགོན།,,,,,ཏི་ནན་དགོན།,,,,,,,,
G1KR2679,monastery,སྦྲ་གསར་དགོན།,哇赛寺,,,,ཁྲ་ཡང་དགོན་པ།,查洋寺,,chayang si,,33.30000,100.56000,,
G4369,monastery,འབར་མ་དགོན ༼ནང་ཆེན༽,,,,,,,,,,,,,
G3747,monastery,ལི་ཐང་རྙིང་མ་གྲྭ་ཚང་།,宁玛扎仓,,,,ལེ་ཐང་རྙིང་མ་གྲྭ་ཚང་།,宁玛扎冲寺/宁玛寺,,ningma zhacang,,29.91667,100.31667,1700,
G2046,monastery,ལྷུན་གྲུབ་དགོན།,,,,,,,,,,,,,
G4375,monastery,ཁྱུང་རྫོང་དགོན།,,,,,བར་མཐར་ཁྱུང་རྫོང་དགོན།,,,,,,,,
G3952,monastery,ཐར་ཤུལ་དགོན།,它须寺,,,,ཐོས་བསམ་འཕེལ་རྒྱས་གླིང་།,,,taxu si,,32.71667,98.38333,1730,
G1PD96041,monastery,མཱ་ཡང་དགོན་བཀྲ་ཤིས་ཆོས་གླིང་།,马营寺,,,,བཀྲ་ཤིས་ཆོས་གླིང ༼མཱ་ཡང་དགོན་༽,马营寺,,maying si,,36.60995,102.67434,1740,
G1KR2225,monastery,ལྕང་ཀྱ་དགོན།,张家寺,,,,ལྕང་ཀྱ་དགོན ?,章嘉寺,,Zhangjia si,,36.64506,102.08000,,
G2645,monastery,རབ་འབྱོར་དགོན།,然觉寺,,,,,让久寺/然角寺,,ranjue si,,32.49242,95.95874,1745,
G1884,monastery,ཐེ་གེ་དགོན།,铁盖寺,,,,ཐེ་གེ་དགོན་གསང་སྔགས་དར་རྒྱས་གླིང་།,,,tiegai si,,35.941644,100.628009,1984,
G1KR2407,monastery,ཡིད་དགའ་ཆོས་འཛིན་གླིང་།,乙格寺,,,,,,,yige si,,35.68549,102.09125,1685,
G2053,monastery,རབ་རྒྱས་གླིང་དགོན།,饶杰林寺,,,,,,,raojielin si,,29.75643,91.67002,1150,1450
G4381,monastery,ཤ་བྲག་དགོན།,,,,,,,,,,,,,
G3280,monastery,ཧོར་ཚང་དགོན་གསར།,,,,,ཧོར་ཚང་དགོན་གསར་དགེ་ལྡན་ལེགས་བཤད་གླིང་།,,,,,,,,
G1KR1014,monastery,,江普寺,,,,,,,Jiangpu si,,31.50000,98.20000,,
G1KR1698,monastery,ཀླུ་མཁར་དགོན།,鲁卡寺,,,,དཔལ་ལྡན་ཀླུ་མཁར་དགོན།,,,luka si,,31.188049,94.086032,1460,
G3784,monastery,བྲག་མཁར་དགོན།,丈卡寺,,,,སྨིན་གྲོལ་ནོར་བུ་གླིང་།,,,zhangka si,,30.31667,101.56667,1254,1670
G3693,monastery,ཧ་ར་དགོན།,,,,,,,,,,,,,
G1KR1489,monastery,སྦྱོར་ར་ཆོས་སྡེ།,觉热曲德,,,,,,,juere qude si,,28.51575,92.35099,0800,1050
G3853,monastery,རྫ་དགོན་ལྟག་གྲྭ་ཚང་།,,,,,རྫ་དགོན་ལྟག་མ།,,,,,,,,
G4047,monastery,འོད་གསལ་བཤད་སྒྲུབ་གླིང་།,党岭寺,,,,,,,dangling si,,31.06667,101.56667,1875,
G2GS1237,monastery,སྟག་ཞིག་དགོན།,,,,,,,,,,,,,
G2624,monastery,ཆོས་ཕུག་དགོན།,秋普寺,,,,འབྲུག་མདོ་ཁམས་བཀྲ་ཤིས་ཆོས་འཕེལ་གླིང་།,,,qiupu si,,31.84677,96.04826,1640,
G1615,monastery,དབྲ་ཁྱུང་སྒྲུབ་སྡེ་གླིང་།,,,,,ཉག་རོང་དབྲ་ཁྱུང་སྒྲུབ་སྡེ་གླིང་།,,,,,,,,
G4898,monastery,ཡུམ་མདའ་དགོན་པ།,,,,,,,,,,,,,
G1KR132,monastery,བཙག་དགོན།,赞寺,,,,,咱寺,,Zan si,,32.23087,101.82896,,
G516,monastery,ཉིན་དགོན་དགོན།,尼根寺,,,,,,,nigen si,,30.61667,98.96667,1025,
G3646,monastery,ཧ་ཝག,,,,,,,,,,,,,
G1KR141,monastery,བདེ་ཆེན་དགོན།,斯跃武寺,,,,སྲོ་ཡོ་དགོན།,,,siyuewu si,,31.75374,101.42146,1460,
G1854,monastery,རྒྱབ་ཚ་དགོན།,加卜查寺,Gyabtsa Gon Tengyeling,,,བསྟན་རྒྱས་གླིང་།,,,jiapucha si,,35.88335,101.50848,1780,
G1KR222,monastery,མཛོད་རུ་དགོན།,若日寺,,,,ཚུལ་ལུང་དགོན།,若日寺 (见 州志 ) 在 宗教史要 中 无与此名字相应的寺庙,,ruori si,,34.13115,103.05018,1460,
G2CN10909,printery,ཞྭ་ལུ་མཐིལ་པར་ཁང་།,,,,,,,,,,,,,
