BDRC_ID,PlaceType,label_bo,label_zh-hans,label_en,label_zh-pinin,label_mn-x-trans,alias_bo,alias_zh-hans,alias_en,alias_zh-pinin,alias_mn-x-trans,Latitude,Longitude,FoundedOn,ConvertedOn
G1KR2863,monastery,བ་རིན་ཟི།,哇仁寺,,,,,娃仁寺,,waren si,,32.12344,95.58629,1941,
G2CN11066,monastery,ཀླུངས་ཤོད་ཆོར་བ།,,,,,ཀླུང་ཤོད་ཆོར་བ།,,,,,,,,
G4395,monastery,ཨ་ཁྲོ་དགོན་པ།,,,,,,,,,,,,,
G4931,monastery,སྲིབ་ལོང་རི་ཁྲོད།,,,,,,,,,,,,,
G4840,monastery,དེ་རང་དགོན།,德让寺,,,,དེ་རང་དགོན་དགེ་འདུན་ཕུན་ཚོགས་གླིང་།,,,derang si,,34.03490,103.69319,1899,
G1KR731,monastery,ལ་བཀོད་དགོན།,那格寺,,,,,,,,,29.10000,99.65000,,
G1PD96285,monastery,ལེ་བོ་བསམ་འགྲུབ་བདེ་ལྡན།,曲卜藏寺,,,,,曲卜藏寺,,qupucang si,,35.81734,102.20958,,
G233,monastery,འཕན་པོ་ན་ལེནྡྲ།,那烂扎寺,Penpo Nalanda Monastery,,,འཕན་ཡུལ་ན་ལེནྡྲ།,那烂陀寺,,nalantuo si,,29.86976,91.13071,1436,
G1KR145,monastery,ཨུཏྤལ་དགོན།,,,?,,དབོ་བ་དགོན།,,,,,31.79266,101.31323,1502,
G3036,monastery,སྤྲས་རིན་ཆེན་བྲག,,,,,,,,,,,,,
G1KR323,monastery,སན་ཡི་སི ༼དགོན༽,三依寺,,,,,,,Sanyi,,28.70000,101.90000,,
G64,monastery,ལྷ་ཐེལ་རིན་ཆེན་གླིང་།,,,,,རིན་ཆེན་གླིང ༼ལྷ་ཐེལ༽,,,,,,,,
G4039,monastery,རྡོ་འགོ་དགོན།,,,,,ར་ས་བྱང་ཆུབ་གླིང་།,,,,,,,,1868
G4347,monastery,ཁྱུང་རི་ཐང་དགོན་པ།,,,,,ཀླུ་ཤོད་ཁྱུང་རི་ཐང་དགོན་པ།,,,,,,,1944,
G2KR1,monastery,,,,Chanhua si,Aguiin süm,,阐化寺,,,agui-yin sum-e,,,1757,
G3645,monastery,ཟུར་ལྷ་འབུམ།,,,,,,,,,,,,,
G1KR1755,monastery,ཀླུ་ཕུག་དགོན་པ།,罗坡寺,,,,ཀླུ་ཕུག་དགོན་གཡུང་དྲུང་བདེ་ཆེན་གླིང་།,鲁巴寺,,lupu si,,32.156658,93.489064,1626,
G803,monastery,སྐྱིད་མོ་གྲོང་དཔལ་རི་གྲྭ་ས།,,,,,,,,,,,,,
G2942,monastery,རྟ་ཆུ་དགོན།,,,,,,,,,,,,,
G2829,monastery,ཤེལ་བྲག,西扎寺,,,,ཤེལ་གྱི་བྲག་ཕུག་བསམ་འགྲུབ་གནས་ཆེན།,,,Sheldrak,,29.21617,91.71075,0750,1850
G1KR2918,monastery,ཐེབ་རྒྱ་སྲབ་མཐའ་མའི་དགོན་པ།,苏乎扎寺,,,,,铁卜加什它麻寺,,suhuzha si,,37.14548,99.39306,,
G3674,monastery,ཁ་བ་དཀར་ཚ་རུ་སྤྲིན།,,,,,ཚ་རུ་སྤྲིན ༼ཁ་བ་དཀར་པོ༽,,,,,,,,
G1KR2599,monastery,ཐུ་རོལ་སྔགས་ཁང་།,土鲁俄康,,,,,土鲁参康,,tulu ekang,,35.62996,100.53064,1921,
G3750,monastery,ལྡིང་པ་ཕག་མཚོ་དགོན།,,,,,,,,,,,,,
G11MS147,monastery,རྟ་ནག་རྡོ་རྗེ་གདན།,,,,,རྟ་ནག་ས་རྡོ་རྗེ་གདན།,,,,,,,,
G1745,monastery,གངས་པ་དགོན།,,,,,བཀྲ་ཤིས་ཕུན་ཚོགས་ཆོས་ལྡན་གླིང་།,,,,,,,,
G2675,monastery,དོན་མདའི་ཨ་མྱེ་དགོན།,迭达阿乜寺,,,,དོན་མདའ་ཨ་མྱེ་དགོན།,,,dieda a-mie si,,33.28413,97.14091,,
G4619,monastery,ཆུ་བཟང་དགོན།,却桑寺,,,,,,,quesang si,,29.97708,90.78496,1450,
G1KR1596,monastery,བཞད་གྲྭ་ཚང་དགོན།,查藏寺,Dratsang Monastery,,,བཞད་གྲྭ་ཚང་ཆེན་མོ།,查藏旗磨热嘎曲丁寺,,chazang si,,29.45000,88.25000,1450,1650
G165,monastery,དགོན་ལུང་དགོན་པ།,佑宁寺,,,,དགོན་ལུང་བྱམས་པ་གླིང་།,,,youning si,,36.73822,102.17750,1604,1604
G2078,monastery,བྱམས་པ་གླིང་དགོན།,,,,,དབུས་སྟོད་བྱམས་པ་གླིང་དགོན།,,,,,,,1581,
G1KR181,monastery,སྔོ་ཤུལ་དགོན།,俄休寺,,,,སྔོ་ཤུལ་དགོན་དགའ་ལྡན་ཕུན་ཚོང་བསམ་གཏན་གླིང་།,夺攻寺,,exiu si,,32.98736,101.61226,1694,
G1KR2917,monastery,དགའ་ལྡན་ཆོས་གླིང་ལྷ་ཁང་།,格丹奇林拉康,,,,,葛丹祁林拉康,,gedan qilin lakang,,37.13626,99.15042,1988,
G2GS1297,monastery,སྤར་ཆུ་མདོ་དགོན།,,,,,,,,,,,,,
G4879,monastery,སྒོ་རི་ནང་།,,,,,,,,,,,,,
G1KR1668,monastery,,措果寺,,,,,拉日寺,,Lari si,,30.73333,93.35000,,
G1KR2640,monastery,བཀྲ་ལོ་དགོན་པ།,扎洛寺,,,,,扎洛寺,,zhaluo si,,32.76000,100.80000,1849,
G298,monastery,ཁྱ་དགེ་དགོན།,恰盖寺,Kyage Gon Leksheling,,,ཁྱ་དགེ་དགོན་ལེགས་བཤད་གླིང་།,,,qiagai si,,34.85179,103.41585,1587,
G1KR2670,monastery,དཔོན་ལུང་དགོན་པ།,涣隆寺,,,,,,,huanlong si,,33.78000,101.03000,1762,
G1KR2924,monastery,མཁར་དམར་དགོན་པ།,快尔玛帐房寺,,,,,哈达木活动点,,kuaierma zhangfang si,,37.39443,98.93433,,
G2CN10924,printery,བསྟན་རྒྱས་གླིང་སྤར་སྤྱིའི་པར་ཁང་།,,,,,,,,,,,,,
G1975,monastery,ཨོ་ཏནཏ་པཱུ་རི་དགོན་པ།,,,,,,,,,,,,,
G1KR2113,monastery,བུམ་པ་རི་ཁྲོད།,奔巴尔静房,,,,,,,benba'er jingfang,,36.71726,101.36417,1777,
G1KR742,monastery,རྫ་དགོན་ཞབས།,下热吾寺,,,,,热吾下寺,,,,28.98333,100.25000,1125,
G2705,monastery,ལྕགས་ལ་རིན་ཆེན་གླིང་།,仁钦楞寺,,,,རིན་ཆེན་གླིང་།,,,renqinleng si,,32.75550,97.33137,0627,
G1870,monastery,ཁྲི་ཀ་སྐེ་དགོན།,,,,,མཆོད་རྟེན་སྐེ་དགའ་ལྡན་བཀྲ་ཤིས་དར་རྒྱས་གླིང་།,,,,,,,1709,
G1KR193,monastery,ཅོག་ལོག་དགོན།,足洛寺,,,,ཅོག་ལོག་དགོན་རྣམ་རྒྱལ་བསམ་གཏན་ནོར་བུ་གླིང་།,,,zu luo si,,32.72222,101.88200,1108,
G1913,monastery,ཐིས་པ་དགོན།,铁瓦寺,Tipa Gon Ganden Tashi Sung-rab Ling,,,དགའ་ལྡན་བཀྲ་ཤིས་གསུང་རབ་གླིང་།,铁哇寺,,tiewa si,,35.86175,101.45303,1616,
G3274,monastery,དགེ་ལྡན་བཤད་སྒྲུབ་བསྟན་འཕེལ་གླིང་།,,,,,དགེ་ལྡན་བཤད་སྒྲུབ་བསྟན་པ་འཕེལ་བའི་གླིང་།,,,,,,,,
G208,monastery,ཕུག་ཆུང་དགོན་པ།,,Pugchung Gonpa Mishi Dorje Dzong,,,ཕུག་ཆུང་དགོན་པ་མི་ཤིག་རྡོ་རྗེ་རྫོང་།,,,,,,,,
G4200,monastery,དཔལ་རི་ཕུག་མོ་ཆེ།,,,,,ཚེར་ལམ་དཔལ་རི།,,,,,,,,
G1KR1874,monastery,,德尔贡寺,,,,,,,De'ergong si,,29.25000,95.18333,,
G1KR2237,monastery,བཀྲ་ཚེ་དགོན།,扎慈寺,,,,བཀྲ་ཚེ་སྒྲོལ་མ་གསུང་བྱོན་མའི་ལྷ་ཁང་།,,,zhaci si,,36.75837,102.08857,,
G3466,monastery,རྨུགས་སངས་དགོན།,,,,,རྨུགས་སང་དགོན།,,,,,,,,
G4270,monastery,ལ་གོང་རྫོང་ལོ་དགོན།,,,,,,,,,,,,,
G296,monastery,པེ་ཅིན་ཙན་དན་དགོན།,,,,,ཙན་དན་དགོན ༼པེ་ཅིན༽,,,,,,,,
G474,monastery,ཐང་རིང་དགོན་པ།,龙合寺,,,,ཐང་རིང་དགོན་དགའ་ལྡན་བཤད་སྒྲུབ་གླིང་།,汤尔源寺,,longhe si,,36.20132,102.57462,1619,
G1KR2464,monastery,བོན་བརྒྱའི་མཚམས་ཐོག,王加参托乎寺,,,,,王加参巴寺,,wangjia cantuohu si,,35.31000,100.90000,,
G1KR1266,monastery,སྟོང་མདའ་དགོན།,多达寺,,,,མདོ་དར་དགོན།,,,duoda si,,29.498281,97.936082,,
G1KR1654,monastery,,吾托寺,,,,,,,Wutuo si,,31.55000,92.36667,,
G1KR1326,monastery,,乃果寺,,,,,宗西乡乃果寺,,,,29.95000,98.71667,,
G1KR2645,monastery,དྷི་མདའ་དགོན་བདེ་ཆེན་ཆོས་གླིང་།,灯塔寺,,,,,灯塔寺,,dengta si,,32.68000,100.93000,1930,
G4571,monastery,གྲབ་གསེར་དགོན།,,,,,,,,,,,,,
G1KR2792,monastery,སྐལ་བཟང་དཔལ་འབྱོར་དགོན།,尕藏寺,,,,སྐར་བཟང་དཔལ་འབྱོར་དགོན་པ ?,,,gazang si,,33.37503,97.06236,1268,
G2CN10917,printery,གཙང་བཞད་དངུལ་ཆུ་ཆོས་རྫོང་གི་པར་ཁང་།,,,,,,,,,,,,,
G469,monastery,རྩེ་ལེ་འོག་མ།,,,,,,,,,,,,,
G3930,monastery,མང་དགེ་དགོན།,蒙格寺,,,,,,,mengge si,,33.01667,98.15000,1675,
G1KR1208,monastery,,达多寺,,,,,坤达寺,,Kunda si,,30.56667,97.96667,,
G1724,monastery,ཚ་སྐོར་དགོན་པ།,,,,,,,,,,,,,
G4689,monastery,ཤོ་པ་མདོ་དགོན།,,,,,ཤྭ་པ་མདོ་དགོན།,,,,,,,,
G1KR2692,monastery,རག་ཉག་དགོན།,让娘寺,,,,རག་ཉག་དགོན་ཕུན་ཚོགས་ཐེག་ཆེན་གླིང་།,热尼牙寺,,reniya si,,33.15463,96.92091,1295,
G167,monastery,ཞྭ་དམར་དགོན།,夏玛寺,,,,ཨ་མདོ་ཞྭ་དམར་དགོན།,南冲寺,,xiama si,,37.28333,103.16666,1644,
G4499,monastery,ལྷ་རི་གྱང་ཐོ་དགོན།,拉日江多寺,,,,ལྷ་རི་གྱེན་རྡོ།,,,lari jiangduo si,,29.55000,94.46667,,
G2690,monastery,རྫ་སྟོད་རྫོགས་ཆེན་དགོན།,佐青寺,,,,ཐུབ་བསྟན་བསམ་འགྲུབ་དགའ་ཚལ་གླིང་།,作庆寺,,zuoqing si,,32.91665,95.31723,1662,
G1KR2574,monastery,གཡུ་རྩའི་སྔགས་ཁང་།,亦什扎俄康,,,,,亦什扎俄康,,yishizhan ekang,,36.20574,101.41000,1891,
G4147,monastery,གླིང་དགའ་བདེ་བ་ཅན།,,,,,མུས་གླིང་དགའ་བདེ་བ་ཅན།,,,,,,,1437,
G2072,monastery,དགོན་གསར་དགོན།,,,,,མལ་གྲོ་གུང་དཀར་རྫོང་དགོན་གསར་དགོན།,,,,,,,,
G3JT12532,printery,ས་ངོར་འདུས་སྡེའི་པར་ཁང་།,,,,,ངོར་དགོན་པའི་པར་ཁང་།,,,,,,,,
G1KR1568,monastery,རྒྱང་སྐུ་འབུམ།,蒋佛塔,,,,,,,Gyang Kumbum,,29.16667,87.73333,1410,
G4021,monastery,རྫིང་མཛོད་དགོན།,仁波寺,,,,,,,renbo si,,29.31667,99.30000,1837,
G1KR1547,monastery,སོལ་སྔ་ཆོས་སྡེ།,索那曲德寺,,,,,,,,,28.60000,87.43333,1750,
G509,monastery,མདོ་སྟོད་བཀྲ་ཤིས་ཆོས་རྫོང་།,,,,,བཀྲ་ཤིས་ཆོས་རྫོང ༼མདོ་སྟོད༽,,,,,,,,
G1KR278,monastery,བཀྲ་ཤིས་གླིང་དགོན།,甲斯宫寺,,,,,,,jia si guan,,31.10000,101.86667,1875,
G2571,monastery,ཟུར་མང་དགའ་ལྡན་དགོན།,嘎丁寺,,,,དགའ་ལྡན་དགོན།,尕丁寺,,gadan si,,32.19479,96.89771,1535,1652
G4016,monastery,གནས་ཞོལ་དགོན།,,,,,གླིང་གཤིས་ཆོས་སྒར།,,,,,,,,
G3093,monastery,དར་རྒྱས་གླིང་།,,,,,,,,,,,,1543,
G3712,monastery,གསེར་ཐར་སྟག་རྩེ་དགོན།,大则寺,,,,སྟག་རྩེ་བསམ་འགྲུབ་ཆོས་འཁོར་གླིང་།,,,daze si,,32.23000,100.13540,1769,
G1KR1150,monastery,ཟླ་ཤེལ་བོན་དགོན།,达西苯寺,,,,,达西本寺,,daxi bensi,,31.171019,95.878845,1386,
G1KR223,monastery,བློ་དགེ་དགོན།,罗尔格寺,,,,བཀྲ་ཤིས་དར་རྒྱས་གླིང་།,,,luoerge si,,34.05043,103.06957,1554,
G1KR2400,monastery,གསེར་རྟེའུ་དགོན།,赛日德寺,,,,རྐང་ཚ་དགོན་གོང་མ།,公贡麻寺,,gong gongma si,,37.33187,100.62766,1951,
G1KR883,monastery,གྲབ་གསེར་ཁང་།,色康寺,,,,སེར་ཁང་དགོན།,林周县色康寺,,sekang si,,29.79243,91.42058,1250,
G3392,monastery,ལྷ་སྨོན་དགོན།,,,,,ཆོས་འཁོར་གླིང་།,,,,,,,,
G4067,monastery,གནས་འགོ་གཡུང་དྲུང་།,,,,,,,,,,,,,
G4247,monastery,རི་བོ་དགེ་འཕེལ།,,Riwo Gepel,,,ཤངས་མདོ་རི་བོ་དགེ་འཕེལ།,,,,,,,,
G2650,monastery,བཀྲ་ཤིས་དགོན།,扎西寺,,,,,,,,,33.32548,96.85068,1200,
G1KR1080,monastery,,达登寺,,,,,,,Dadeng si,,30.88333,98.25000,,
G1PD95989,monastery,ལི་ཀྱ་ཧོང་ཐན་ཟི།,李家红滩寺,,,,,李家红滩寺,,lijia hongtan si,,36.22676,102.96303,1862,
G1KR2011,monastery,བང་ཚང་དགོན།,旺藏寺,,,,བང་ཚང་དགོན་བཀྲ་ཤིས་ཕུན་ཚོགས་གླིང་།,,,wangzang si,,33.94839,103.62273,1720,
G1KR82,monastery,སི་གྲྭ་དགོན།,斯扎寺,,,,,西扎寺,,xizha si,,31.86077,102.49724,0796,
G3458,monastery,ཤིང་མཁར་དགོན།,,,,,,,,,,,,,
G1KR2271,monastery,ཏན་ཁང་དགོན་པ།,电岗寺,,,,,电冈寺,,diangang si,,36.23088,101.78360,1766,
G1PD110081,monastery,མཁའ་སྤྱོད་དཔལ་རི་དགོན།,,,,,འབྲས་འཇོངས་མཁའ་སྤྱོད་དཔལ་རི་དགོན།,,,,,,,,
G4834,monastery,རྩ་རི་བོན་དགོན།,扎日寺,,,,,扎日苯教寺,,zhari benjiao si,,34.09472,103.57317,1388,
G1PD95978,monastery,ཀོང་ཧྥུ་ཟི།,广福寺,,,,ཀོང་ཧྥུ་ཟི།,庄子沟寺,,guangfu si,,36.42867,102.71452,1916,
G2KR86,monastery,,,,Xian’an si,Malaghai-yin süme,,咸安寺,,Malagai miao,malagai-yin sum-e,,,1750,
G4622,monastery,སྡིངས་ཁ་དགོན།,顶喀寺,,,,,,,dingka si,,30.03366,90.72967,0750,1550
G3948,monastery,རྨ་མགྲིན་དགོན།,,,,,,,,,,,,,
G1KR7,monastery,བྱམས་པ་དགོན།,弥勒寺,,,,,沙尔满 ( 根据 宗教史要 ),,Sha er man,,31.61013,103.21152,1741,
G1KR455,monastery,བྱུང་ཁུངས་དགོན།,尼吉寺,,,,,,,ni ji si,,31.18333,100.30000,1325,
G2867,monastery,ཁམས་ལྷ་རྩེ་དགོན།,拉孜寺,,,,དཔལ་འབར་རྫོང་ལྷ་རྩེ་དགོན།,边坝寺,,bianba si,,30.80000,94.86667,,
G3540,monastery,གཡས་རུ་དབེན་ས་ཁ།,叶如恩萨喀寺,,,,བྲུ་ཡི་གདན་ས་ཆེན་མོ་གཡས་རུ་བ་གོར་དབེན་ས་ཁ།,,,yeru ensaka si,,29.376049,89.461498,1072,1386
G1KR1711,monastery,,雪穷寺,,,,,,,Xueqiong si,,31.68333,91.85000,,
G1KR1135,monastery,,群可林寺,,,,,青多乡群可林寺,,,,31.66667,96.33334,,
G3878,monastery,ཨ་མདོ་སྒང་ཐོག་དགོན།,,,,,,,,,,,,,
G1KR1111,monastery,,巴日寺,,,,,,,Bari si,,30.50000,98.90000,,
G4421,monastery,རབ་རྒྱས་གླིང་དགོན།,,,,,གཞུ་ནང་རབ་རྒྱས་གླིང་དགོན།,,,,,,,,
G1KR978,monastery,,清真寺,,,,,江岗寺,,Qingzhen si,,31.06667,97.20000,,
G4104,monastery,གོང་ཐར་དགོན་པ།,戈他寺,,,,,,,geta si,,31.13333,100.95000,1700,
G1859,monastery,སྟོང་ཆེ་དགོན་པ།,当车寺,Tongche Monastery,,,སྟོང་ཆེ་གཡུང་དྲུང་གསང་སྔགས་དར་རྒྱས་གླིང་།,,,dangche si,,35.93840,101.33335,1766,
G1KR123,monastery,དགོན་གསར་དགོན།,根沙寺,,,,,根沙寺 (州至2573）,,Geng sha si,,32.23611,102.03203,1750,
G1KR1028,monastery,,格土寺,,,,,,,Getu si,,31.93333,98.40000,,
G1797,monastery,རྩིས་མདའ་དགོན།,,Tsida Gon,,,པོང་ཡུ་དགོན་པ།,,,,,,,,
G2483,monastery,ཡན་སྟེང་ཇ་དུལ་དགོན་པ།,,,,,སྟོད་ཡན་སྟེང་ཇ་དུལ་དགོན་པ།,,,,,,,,
G1KR38,monastery,ཁྱུང་དགོན།,琼俄寺,,,,འབྲུག་རི་བཀྲ་ཤིས་ཁྱུང་དགོན།,琼俄寺 (专家证实）,,qionge si,,31.73632,101.70994,1199,
G458,monastery,ཁ་སྒང་ཨོ་བསོ་དགོན།,,,,,བཀྲ་ཤིས་ཆོས་རྫོང་།,,,,,36.012010,102.111766,,
G3710,monastery,ཨ་བསེ་དགོན།,阿色寺,,,,ཨ་བསེ་མདོ་ལུང་དགོན།,阿色夺龙寺,,ase si,,31.66667,99.68333,1838,
G2CN10902,printery,བྲག་དཀར་རྟ་སོའི་པར་ཁང་།,,,,,,,,,,,,,
G4546,monastery,གཙོ་ཚང་དགོན།,,,,,གསང་སྔག་སྨིན་གྲོལ་དར་རྒྱས་གླིང་།,,,,,,,,
G2526,monastery,རི་ངར་བཀྲ་ཤིས་དགེ་འཕེལ་དགོན།,,,,,རྒན་གྱ་རི་ངར་བཀྲ་ཤིས་དགེ་འཕེལ་དགོན།,,,,,35.39524,102.40276,1662,
G3851,monastery,གཞུང་རིང་དགོན།,,,,,,,,,,,,,
G4370,monastery,ཤུ་བྷམ་དགོན།,,,,,ལྗང་ཤུ་བྷམ་དགོན།,,,,,,,,
G1KR2453,monastery,སྒར་ཁ་དགོན།,噶卡寺,,,,སྒར་ཁ་དགའ་ལྡན་རྣམ་རྒྱལ་གླིང་།,,,gaka si,,35.86370,101.93829,1620,
G1PD95980,monastery,ལུང་ཧྲན་ཟི།,龙山寺,,,,,享堂寺,,longshan si,,36.34911,102.82363,1777,
G2CN10900,printery,ཤེལ་དཀར་ཁུལ་ཤྲི་ཟུར་ཕུལ་དགོན་གྱི་པར་ཁང་།,,,,,,,,,,,,,
G1KR2540,monastery,རུ་ངན་གྲྭ་ཚང་།,日安寺,,,,རུ་ངན་གྲྭ་ཚང་བདེ་སྐྱིད་ཕུན་ཚོགས་ཆོས་གླིང་།,,,ri'an si,,35.95987,101.29378,1777,
G822,monastery,སྤངས་དགོན་ཨོ་རྒྱན་གུ་རུ།,,,,,,,,,,,,,
G1KR2273,monastery,གསེར་ཐང་དགོན་པ།,色康寺,,,,,,,sekang si,,36.26911,101.73639,1400,
G1KR235,monastery,གྲོ་ཚང་དགོན།,卓藏寺,,,,གྲོ་ཚང་དགོན་བཤད་སྒྲུབ་དར་རྒྱས་གླིང་།,,,Zhuozang si,,33.72416,103.23326,1650,
G3755,monastery,རཀ་ཆབ་དགོན་པ།,,,,,,,,,,,,,
G3867,monastery,འཕྲིན་ལས་བསམ་འཕེལ་གླིང་།,,,,,རྣ་ལྷུག་དགོན།,,,,,,,,
G1KR8,monastery,ས་འབྲུག་དགོན།,龙头寺,,,,དཔལ་གཤེན་བསྟན་ཀུན་གསལ་སྨིན་གྲོལ་གླིང་།,龙头寺 ( 专家提供）,,longtou si,,32.79020,103.63374,1855,
G3928,monastery,འདན་ཀ་ཕུད་དགོན།,呷普寺,,,,,嘎普寺,,gapu si,,32.41667,98.13333,,
G1KR2499,monastery,སྤྲེལ་ནག་དགོན་པ།,石乃亥寺,,,,,尕日拉寺,,,,36.88009,99.65151,1933,
G1KR225,monastery,ཏེ་བོ་བྲག་ཉི་ཤར་དགོན།,尼显寺,,,,ཏེ་བོ་བྲག་ཉི་ཤར་དགོན་སྨིན་གྲོལ་ནོར་བུའི་གླིང་།,尼显寺 (在州志中为“尼赫寺”）,,nixian si,,34.06543,103.08456,1707,
G1KR1155,monastery,,拉托寺,,,,,拉妥寺,,Latuo si,,31.30000,95.80000,,
G3452,monastery,བྱང་དཀར་རི་སྡིངས།,,,,,,,,,,,,,
G218,monastery,རྟ་མགོ་དགོན།,,Tamgo Gon,,,རྟ་མགོ་ཆོས་དབྱིངས་རྫོང་།,,,,,27.593052,89.638776,,
G1942,monastery,ཁྱུང་དམར་མཚམས་ཁང་།,,,,,བྲག་དམར་ཆོས་རྫོང་།,,,,,,,,
G2272,monastery,འབྲི་ར་ཕུག་དགོན།,,,,,,,,,,,,,
G1KR600,monastery,བྱམས་འབྱོར་དགོན།,向秋寺,,,,བྱམས་འབྱོར་དགོན།,,,,,32.66667,97.53333,,
G4760,monastery,དགོན་ཀུན་ལྡན།,,,,,དགོན་པ་ཀུན་ལྡན།,,,,,,,,
G2621,monastery,རི་ཁྲོད་དགོན།,日朝寺,,,,,,,richao si,,,,,
G3JT12557,printery,ལྷ་ལུང་ཆོས་ཀྱི་དགའ་ཚལ་གྱི་པར་ཁང་།,,,,,,,,,,,,,
G2421,monastery,སྦང་དཀར་དགོན།,,,,,,,,,,,,,
G390,monastery,རྟག་བརྟན་ཕུན་ཚོགས་གླིང་།,彭措林寺,,,,དགའ་ལྡན་ཕུན་ཚོགས་གླིང་།,达丹彭措林寺,,pingcuolin si,,29.368129,88.002188,1615,1635
G1KR2524,monastery,རྡོ་རེའི་སྔགས་ཁང་།,多勒仓俄康,,,,,,,duolecang ekang,,36.12012,101.38000,,
G3241,monastery,བཀྲ་ཤིས་བསམ་གཏན་གླིང་།,,,,,སྐྱིད་གྲོང་བཀྲ་ཤིས་བསམ་གཏན་གླིང་།,,,,,,,,
G1GS6,monastery,མདོག་གསང་སྔགས་མཁར།,,,,,གསང་སྔགས་མཁར།,,,,,,,,
G00AG01618,monastery,རྒྱ་མཁར་གསང་སྔགས་ཆོས་གླིང་།,,,,,དཔལ་ལྡན་རྒྱ་མཁར་གསང་སྔགས་ཆོས་གླིང་།,,,,,,,,
G1KR92,monastery,མདོ་གཡས་དགོན།,,,,,,,,,,31.92164,102.12051,1678,
G1KR24,monastery,སྟག་ལོ་དགོན།,大录寺,,,,,,,Da lu si,,33.54838,103.66989,1326,
G1KR1457,monastery,དཔའ་བོ་དགོན།,巴沃寺,,,,,,,Pawo,,29.12957,91.72980,1350,
G1KR2887,monastery,པད་གསར་ཤོག་དགོན་པ།,贝洒肖寺,,,,,,,,,34.58454,95.66434,1939,
G4851,monastery,རྒྱ་མཁར་དགོན།,江河寺,,,,ཆས་པ་རྒྱ་མཁར་དགོན།,,,jianghe si,,34.58937,103.24455,1424,
G1PD129185,printery,ཞོལ་པར་ཁང་།,,,,,ཞོལ་པར་ཁང་གངས་ཅན་ཕན་བདེའི་གཏེར་མཛོད་གླིང་།,,,,,,,,
G1KR1712,monastery,,卓古寺,,,,,,,Zhuogu si,,31.98333,91.71667,,
G1KR2380,monastery,སྒོ་མེ་དགོན་པ།,郭密寺,,,,,,,duomi si,,38.24184,100.00961,1943,
G1KR1020,monastery,རྡིས་བོན་དགོན།,地本寺,,,,རྡིས་དབོན་དགོན།,郎扎寺,,diben si,,31.803337,98.126807,1600,
G1KR97,monastery,བུམ་ཁུར་དགོན།,蒙古寺,,,,,门古寺,,Men gu si,,31.85671,101.95824,,
G4915,monastery,ལྷ་རི་བཀྲ་ཤིས་རྡོ་ཁ་དགོན།,,,,,བཀྲ་ཤིས་རྡོ་ཁ་དགོན།,,,,,,,,
G3821,monastery,བརྡ་གོ་དགོན།,,,,,དཔལ་བརྡ་གོ་ལྷ་རི་འོད་གསལ་གླིང་།,,,,,,,,
G3813,monastery,ཀློང་ཐང་དགོན།,龙通寺,,,,,,,longtong si,,31.11667,99.01667,1403,
G1PD95988,monastery,བའུ་ལང་ཟི།,武家寺,,,,བའུ་ལང་ཟི།,吴家寺,,wujia si,,36.23823,102.97720,,
G3890,monastery,དགའ་ལྡན་བཀྲ་ཤིས་གླིང་།,,,,,,,,,,,,,
G3999,monastery,རི་ཞིང་དགོན།,,,,,,,,,,,,,
G2KR131,monastery,,,,Wulanmulun miao,Ulaan khaalga süm,,乌兰木伦庙,,,Ulagan qalaga süme,,,1750,
G335,monastery,བོར་ཆུང་།,,,,,,,,,,,,,
G2LS584,monastery,ཆུ་གསེར་དགོན།,曲色寺,,,,,,,Chuser,,31.58000,79.10000,1350,1450
G3714,monastery,སྟག་ཐོག་གོང་མ་དགོན།,,,,,,,,,,,,,
G2KG220156,printery,ཨ་ཏི་ཤའི་ཆོས་འཁོར་པར་ཁང་།,,,,,,,,,,,,,
G3713,monastery,རྟ་ཤུལ་གོང་མ་དགོན།,,,,,,,,,,,,,
G3731,monastery,སི་པོ་དགོན།,,,,,,,,,,,,,
G2659,monastery,གནས་མདོ་དགོན།,乃多寺,,,,སྡོམ་ཁའི་གནས་མདོ་ཁྲ་འོད་བདེ་ཆེན་གླིང་།,年多寺,,naiduo si,,32.98460,95.72466,1662,
G1KR1037,monastery,,根沙寺,,,,,,,Gensha si,,31.88333,98.05000,,
G1KR697,monastery,དགོན་གསར་དགོན།,更沙寺,,,,,,,geng sha si,,29.16667,100.58334,,
G2CN11148,monastery,ཁྲི་བརྟན་ནོར་བུ་རྩེ།,,,,,བོན་དགོན་དཔལ་ལྡན་ཁྲི་བརྟན་ནོར་བུ་རྩེ།,,,,,27.728589,85.281343,1986,
G470,monastery,བདེ་ཆེན་དགོན།,,,,,པདྨ་ཆོས་གླིང་།,,,,,,,,
G3826,monastery,རྡོ་ཁོ་དགོན།,夺科寺,,,,རྡོ་ཀོང་དགོན།,,,duoke si,,31.03333,99.56667,1275,
G4118,monastery,སྲིབ་ལུང་དགོན།,,,,,,,,,,,,,
G1KR2004,monastery,ཚ་ཁོ་དགོན།,查古寺,,,,ཚ་ཁོ་དགོན་བཀྲ་ཤིས་ཆོས་འཕེལ་གླིང་།,,,chagu si,,34.10489,103.47229,1776,
G375,monastery,རྡོ་གྲུབ་ཆེན་དགོན།,智钦寺,,,,རྡོ་གྲུབ་དགོན་གསང་ཆེན་དངོས་གྲུབ་དཔལ་འབར་གླིང་།,多智钦寺,,duozhiqin si,,32.56000,100.60000,1527,
